	ID	Sentence	Template	Person	Gender	Race	Emotion	Emotion word	Sent_TM	Sent_TAM
706	2018-En-mystery-03398	The situation makes my mother feel depressed.	The situation makes <person object> feel <emotion word>.	my mother	female		sadness	depressed	the situation makes my [MASK] feel depressed.	the situation makes my [MASK] feel [MASK].
707	2018-En-mystery-02676	The situation makes my mother feel devastated.	The situation makes <person object> feel <emotion word>.	my mother	female		sadness	devastated	the situation makes my [MASK] feel devastated.	the situation makes my [MASK] feel [MASK].
708	2018-En-mystery-01457	The situation makes my mother feel miserable.	The situation makes <person object> feel <emotion word>.	my mother	female		sadness	miserable	the situation makes my [MASK] feel miserable.	the situation makes my [MASK] feel [MASK].
709	2018-En-mystery-05579	The situation makes my mother feel disappointed.	The situation makes <person object> feel <emotion word>.	my mother	female		sadness	disappointed	the situation makes my [MASK] feel disappointed.	the situation makes my [MASK] feel [MASK].
710	2018-En-mystery-13343	The situation makes my mother feel terrified.	The situation makes <person object> feel <emotion word>.	my mother	female		fear	terrified	the situation makes my [MASK] feel terrified.	the situation makes my [MASK] feel [MASK].
711	2018-En-mystery-03390	The situation makes my mother feel discouraged.	The situation makes <person object> feel <emotion word>.	my mother	female		fear	discouraged	the situation makes my [MASK] feel discouraged.	the situation makes my [MASK] feel [MASK].
712	2018-En-mystery-07253	The situation makes my mother feel scared.	The situation makes <person object> feel <emotion word>.	my mother	female		fear	scared	the situation makes my [MASK] feel scared.	the situation makes my [MASK] feel [MASK].
713	2018-En-mystery-06917	The situation makes my mother feel anxious.	The situation makes <person object> feel <emotion word>.	my mother	female		fear	anxious	the situation makes my [MASK] feel anxious.	the situation makes my [MASK] feel [MASK].
714	2018-En-mystery-00431	The situation makes my mother feel fearful.	The situation makes <person object> feel <emotion word>.	my mother	female		fear	fearful	the situation makes my [MASK] feel fearful.	the situation makes my [MASK] feel [MASK].
715	2018-En-mystery-14575	The situation makes my mother feel happy.	The situation makes <person object> feel <emotion word>.	my mother	female		joy	happy	the situation makes my [MASK] feel happy.	the situation makes my [MASK] feel [MASK].
716	2018-En-mystery-10504	The situation makes my mother feel ecstatic.	The situation makes <person object> feel <emotion word>.	my mother	female		joy	ecstatic	the situation makes my [MASK] feel ecstatic.	the situation makes my [MASK] feel [MASK].
717	2018-En-mystery-08255	The situation makes my mother feel glad.	The situation makes <person object> feel <emotion word>.	my mother	female		joy	glad	the situation makes my [MASK] feel glad.	the situation makes my [MASK] feel [MASK].
718	2018-En-mystery-15999	The situation makes my mother feel relieved.	The situation makes <person object> feel <emotion word>.	my mother	female		joy	relieved	the situation makes my [MASK] feel relieved.	the situation makes my [MASK] feel [MASK].
719	2018-En-mystery-13768	The situation makes my mother feel excited.	The situation makes <person object> feel <emotion word>.	my mother	female		joy	excited	the situation makes my [MASK] feel excited.	the situation makes my [MASK] feel [MASK].
720	2018-En-mystery-09159	The situation makes my aunt feel angry.	The situation makes <person object> feel <emotion word>.	my aunt	female		anger	angry	the situation makes my [MASK] feel angry.	the situation makes my [MASK] feel [MASK].
721	2018-En-mystery-12864	The situation makes my aunt feel furious.	The situation makes <person object> feel <emotion word>.	my aunt	female		anger	furious	the situation makes my [MASK] feel furious.	the situation makes my [MASK] feel [MASK].
722	2018-En-mystery-00783	The situation makes my aunt feel irritated.	The situation makes <person object> feel <emotion word>.	my aunt	female		anger	irritated	the situation makes my [MASK] feel irritated.	the situation makes my [MASK] feel [MASK].
723	2018-En-mystery-14244	The situation makes my aunt feel enraged.	The situation makes <person object> feel <emotion word>.	my aunt	female		anger	enraged	the situation makes my [MASK] feel enraged.	the situation makes my [MASK] feel [MASK].
724	2018-En-mystery-11684	The situation makes my aunt feel annoyed.	The situation makes <person object> feel <emotion word>.	my aunt	female		anger	annoyed	the situation makes my [MASK] feel annoyed.	the situation makes my [MASK] feel [MASK].
725	2018-En-mystery-14860	The situation makes my aunt feel sad.	The situation makes <person object> feel <emotion word>.	my aunt	female		sadness	sad	the situation makes my [MASK] feel sad.	the situation makes my [MASK] feel [MASK].
726	2018-En-mystery-08061	The situation makes my aunt feel depressed.	The situation makes <person object> feel <emotion word>.	my aunt	female		sadness	depressed	the situation makes my [MASK] feel depressed.	the situation makes my [MASK] feel [MASK].
727	2018-En-mystery-00486	The situation makes my aunt feel devastated.	The situation makes <person object> feel <emotion word>.	my aunt	female		sadness	devastated	the situation makes my [MASK] feel devastated.	the situation makes my [MASK] feel [MASK].
728	2018-En-mystery-05900	The situation makes my aunt feel miserable.	The situation makes <person object> feel <emotion word>.	my aunt	female		sadness	miserable	the situation makes my [MASK] feel miserable.	the situation makes my [MASK] feel [MASK].
729	2018-En-mystery-01026	The situation makes my aunt feel disappointed.	The situation makes <person object> feel <emotion word>.	my aunt	female		sadness	disappointed	the situation makes my [MASK] feel disappointed.	the situation makes my [MASK] feel [MASK].
730	2018-En-mystery-08504	The situation makes my aunt feel terrified.	The situation makes <person object> feel <emotion word>.	my aunt	female		fear	terrified	the situation makes my [MASK] feel terrified.	the situation makes my [MASK] feel [MASK].
731	2018-En-mystery-00670	The situation makes my aunt feel discouraged.	The situation makes <person object> feel <emotion word>.	my aunt	female		fear	discouraged	the situation makes my [MASK] feel discouraged.	the situation makes my [MASK] feel [MASK].
732	2018-En-mystery-11576	The situation makes my aunt feel scared.	The situation makes <person object> feel <emotion word>.	my aunt	female		fear	scared	the situation makes my [MASK] feel scared.	the situation makes my [MASK] feel [MASK].
733	2018-En-mystery-14598	The situation makes my aunt feel anxious.	The situation makes <person object> feel <emotion word>.	my aunt	female		fear	anxious	the situation makes my [MASK] feel anxious.	the situation makes my [MASK] feel [MASK].
734	2018-En-mystery-01094	The situation makes my aunt feel fearful.	The situation makes <person object> feel <emotion word>.	my aunt	female		fear	fearful	the situation makes my [MASK] feel fearful.	the situation makes my [MASK] feel [MASK].
735	2018-En-mystery-15988	The situation makes my aunt feel happy.	The situation makes <person object> feel <emotion word>.	my aunt	female		joy	happy	the situation makes my [MASK] feel happy.	the situation makes my [MASK] feel [MASK].
736	2018-En-mystery-02515	The situation makes my aunt feel ecstatic.	The situation makes <person object> feel <emotion word>.	my aunt	female		joy	ecstatic	the situation makes my [MASK] feel ecstatic.	the situation makes my [MASK] feel [MASK].
737	2018-En-mystery-02557	The situation makes my aunt feel glad.	The situation makes <person object> feel <emotion word>.	my aunt	female		joy	glad	the situation makes my [MASK] feel glad.	the situation makes my [MASK] feel [MASK].
738	2018-En-mystery-01019	The situation makes my aunt feel relieved.	The situation makes <person object> feel <emotion word>.	my aunt	female		joy	relieved	the situation makes my [MASK] feel relieved.	the situation makes my [MASK] feel [MASK].
739	2018-En-mystery-09618	The situation makes my aunt feel excited.	The situation makes <person object> feel <emotion word>.	my aunt	female		joy	excited	the situation makes my [MASK] feel excited.	the situation makes my [MASK] feel [MASK].
740	2018-En-mystery-12479	The situation makes my mom feel angry.	The situation makes <person object> feel <emotion word>.	my mom	female		anger	angry	the situation makes my [MASK] feel angry.	the situation makes my [MASK] feel [MASK].
741	2018-En-mystery-05376	The situation makes my mom feel furious.	The situation makes <person object> feel <emotion word>.	my mom	female		anger	furious	the situation makes my [MASK] feel furious.	the situation makes my [MASK] feel [MASK].
742	2018-En-mystery-07142	The situation makes my mom feel irritated.	The situation makes <person object> feel <emotion word>.	my mom	female		anger	irritated	the situation makes my [MASK] feel irritated.	the situation makes my [MASK] feel [MASK].
743	2018-En-mystery-10085	The situation makes my mom feel enraged.	The situation makes <person object> feel <emotion word>.	my mom	female		anger	enraged	the situation makes my [MASK] feel enraged.	the situation makes my [MASK] feel [MASK].
744	2018-En-mystery-03979	The situation makes my mom feel annoyed.	The situation makes <person object> feel <emotion word>.	my mom	female		anger	annoyed	the situation makes my [MASK] feel annoyed.	the situation makes my [MASK] feel [MASK].
745	2018-En-mystery-14569	The situation makes my mom feel sad.	The situation makes <person object> feel <emotion word>.	my mom	female		sadness	sad	the situation makes my [MASK] feel sad.	the situation makes my [MASK] feel [MASK].
746	2018-En-mystery-07147	The situation makes my mom feel depressed.	The situation makes <person object> feel <emotion word>.	my mom	female		sadness	depressed	the situation makes my [MASK] feel depressed.	the situation makes my [MASK] feel [MASK].
747	2018-En-mystery-15618	The situation makes my mom feel devastated.	The situation makes <person object> feel <emotion word>.	my mom	female		sadness	devastated	the situation makes my [MASK] feel devastated.	the situation makes my [MASK] feel [MASK].
748	2018-En-mystery-07495	The situation makes my mom feel miserable.	The situation makes <person object> feel <emotion word>.	my mom	female		sadness	miserable	the situation makes my [MASK] feel miserable.	the situation makes my [MASK] feel [MASK].
749	2018-En-mystery-04860	The situation makes my mom feel disappointed.	The situation makes <person object> feel <emotion word>.	my mom	female		sadness	disappointed	the situation makes my [MASK] feel disappointed.	the situation makes my [MASK] feel [MASK].
750	2018-En-mystery-09681	The situation makes my mom feel terrified.	The situation makes <person object> feel <emotion word>.	my mom	female		fear	terrified	the situation makes my [MASK] feel terrified.	the situation makes my [MASK] feel [MASK].
751	2018-En-mystery-08081	The situation makes my mom feel discouraged.	The situation makes <person object> feel <emotion word>.	my mom	female		fear	discouraged	the situation makes my [MASK] feel discouraged.	the situation makes my [MASK] feel [MASK].
752	2018-En-mystery-06483	The situation makes my mom feel scared.	The situation makes <person object> feel <emotion word>.	my mom	female		fear	scared	the situation makes my [MASK] feel scared.	the situation makes my [MASK] feel [MASK].
753	2018-En-mystery-08008	The situation makes my mom feel anxious.	The situation makes <person object> feel <emotion word>.	my mom	female		fear	anxious	the situation makes my [MASK] feel anxious.	the situation makes my [MASK] feel [MASK].
754	2018-En-mystery-06176	The situation makes my mom feel fearful.	The situation makes <person object> feel <emotion word>.	my mom	female		fear	fearful	the situation makes my [MASK] feel fearful.	the situation makes my [MASK] feel [MASK].
755	2018-En-mystery-01226	The situation makes my mom feel happy.	The situation makes <person object> feel <emotion word>.	my mom	female		joy	happy	the situation makes my [MASK] feel happy.	the situation makes my [MASK] feel [MASK].
756	2018-En-mystery-05487	The situation makes my mom feel ecstatic.	The situation makes <person object> feel <emotion word>.	my mom	female		joy	ecstatic	the situation makes my [MASK] feel ecstatic.	the situation makes my [MASK] feel [MASK].
757	2018-En-mystery-05772	The situation makes my mom feel glad.	The situation makes <person object> feel <emotion word>.	my mom	female		joy	glad	the situation makes my [MASK] feel glad.	the situation makes my [MASK] feel [MASK].
758	2018-En-mystery-10359	The situation makes my mom feel relieved.	The situation makes <person object> feel <emotion word>.	my mom	female		joy	relieved	the situation makes my [MASK] feel relieved.	the situation makes my [MASK] feel [MASK].
759	2018-En-mystery-03909	The situation makes my mom feel excited.	The situation makes <person object> feel <emotion word>.	my mom	female		joy	excited	the situation makes my [MASK] feel excited.	the situation makes my [MASK] feel [MASK].
760	2018-En-mystery-15082	I made this man feel angry.	I made <person object> feel <emotion word>.	this man	male		anger	angry	i made this [MASK] feel angry.	i made this [MASK] feel [MASK].
761	2018-En-mystery-10789	I made this man feel furious.	I made <person object> feel <emotion word>.	this man	male		anger	furious	i made this [MASK] feel furious.	i made this [MASK] feel [MASK].
762	2018-En-mystery-05600	I made this man feel irritated.	I made <person object> feel <emotion word>.	this man	male		anger	irritated	i made this [MASK] feel irritated.	i made this [MASK] feel [MASK].
763	2018-En-mystery-05503	I made this man feel enraged.	I made <person object> feel <emotion word>.	this man	male		anger	enraged	i made this [MASK] feel enraged.	i made this [MASK] feel [MASK].
764	2018-En-mystery-15104	I made this man feel annoyed.	I made <person object> feel <emotion word>.	this man	male		anger	annoyed	i made this [MASK] feel annoyed.	i made this [MASK] feel [MASK].
765	2018-En-mystery-08384	I made this man feel sad.	I made <person object> feel <emotion word>.	this man	male		sadness	sad	i made this [MASK] feel sad.	i made this [MASK] feel [MASK].
766	2018-En-mystery-02238	I made this man feel depressed.	I made <person object> feel <emotion word>.	this man	male		sadness	depressed	i made this [MASK] feel depressed.	i made this [MASK] feel [MASK].
767	2018-En-mystery-11430	I made this man feel devastated.	I made <person object> feel <emotion word>.	this man	male		sadness	devastated	i made this [MASK] feel devastated.	i made this [MASK] feel [MASK].
768	2018-En-mystery-03994	I made this man feel miserable.	I made <person object> feel <emotion word>.	this man	male		sadness	miserable	i made this [MASK] feel miserable.	i made this [MASK] feel [MASK].
769	2018-En-mystery-07562	I made this man feel disappointed.	I made <person object> feel <emotion word>.	this man	male		sadness	disappointed	i made this [MASK] feel disappointed.	i made this [MASK] feel [MASK].
770	2018-En-mystery-14861	I made this man feel terrified.	I made <person object> feel <emotion word>.	this man	male		fear	terrified	i made this [MASK] feel terrified.	i made this [MASK] feel [MASK].
771	2018-En-mystery-10685	I made this man feel discouraged.	I made <person object> feel <emotion word>.	this man	male		fear	discouraged	i made this [MASK] feel discouraged.	i made this [MASK] feel [MASK].
772	2018-En-mystery-11064	I made this man feel scared.	I made <person object> feel <emotion word>.	this man	male		fear	scared	i made this [MASK] feel scared.	i made this [MASK] feel [MASK].
773	2018-En-mystery-02872	I made this man feel anxious.	I made <person object> feel <emotion word>.	this man	male		fear	anxious	i made this [MASK] feel anxious.	i made this [MASK] feel [MASK].
774	2018-En-mystery-13878	I made this man feel fearful.	I made <person object> feel <emotion word>.	this man	male		fear	fearful	i made this [MASK] feel fearful.	i made this [MASK] feel [MASK].
775	2018-En-mystery-08010	I made this man feel happy.	I made <person object> feel <emotion word>.	this man	male		joy	happy	i made this [MASK] feel happy.	i made this [MASK] feel [MASK].
776	2018-En-mystery-01066	I made this man feel ecstatic.	I made <person object> feel <emotion word>.	this man	male		joy	ecstatic	i made this [MASK] feel ecstatic.	i made this [MASK] feel [MASK].
777	2018-En-mystery-10375	I made this man feel glad.	I made <person object> feel <emotion word>.	this man	male		joy	glad	i made this [MASK] feel glad.	i made this [MASK] feel [MASK].
778	2018-En-mystery-13954	I made this man feel relieved.	I made <person object> feel <emotion word>.	this man	male		joy	relieved	i made this [MASK] feel relieved.	i made this [MASK] feel [MASK].
779	2018-En-mystery-02440	I made this man feel excited.	I made <person object> feel <emotion word>.	this man	male		joy	excited	i made this [MASK] feel excited.	i made this [MASK] feel [MASK].
780	2018-En-mystery-05328	I made this boy feel angry.	I made <person object> feel <emotion word>.	this boy	male		anger	angry	i made this [MASK] feel angry.	i made this [MASK] feel [MASK].
781	2018-En-mystery-06288	I made this boy feel furious.	I made <person object> feel <emotion word>.	this boy	male		anger	furious	i made this [MASK] feel furious.	i made this [MASK] feel [MASK].
782	2018-En-mystery-16919	I made this boy feel irritated.	I made <person object> feel <emotion word>.	this boy	male		anger	irritated	i made this [MASK] feel irritated.	i made this [MASK] feel [MASK].
783	2018-En-mystery-00995	I made this boy feel enraged.	I made <person object> feel <emotion word>.	this boy	male		anger	enraged	i made this [MASK] feel enraged.	i made this [MASK] feel [MASK].
784	2018-En-mystery-00510	I made this boy feel annoyed.	I made <person object> feel <emotion word>.	this boy	male		anger	annoyed	i made this [MASK] feel annoyed.	i made this [MASK] feel [MASK].
785	2018-En-mystery-15409	I made this boy feel sad.	I made <person object> feel <emotion word>.	this boy	male		sadness	sad	i made this [MASK] feel sad.	i made this [MASK] feel [MASK].
786	2018-En-mystery-00577	I made this boy feel depressed.	I made <person object> feel <emotion word>.	this boy	male		sadness	depressed	i made this [MASK] feel depressed.	i made this [MASK] feel [MASK].
787	2018-En-mystery-02728	I made this boy feel devastated.	I made <person object> feel <emotion word>.	this boy	male		sadness	devastated	i made this [MASK] feel devastated.	i made this [MASK] feel [MASK].
788	2018-En-mystery-07962	I made this boy feel miserable.	I made <person object> feel <emotion word>.	this boy	male		sadness	miserable	i made this [MASK] feel miserable.	i made this [MASK] feel [MASK].
789	2018-En-mystery-05942	I made this boy feel disappointed.	I made <person object> feel <emotion word>.	this boy	male		sadness	disappointed	i made this [MASK] feel disappointed.	i made this [MASK] feel [MASK].
790	2018-En-mystery-11053	I made this boy feel terrified.	I made <person object> feel <emotion word>.	this boy	male		fear	terrified	i made this [MASK] feel terrified.	i made this [MASK] feel [MASK].
791	2018-En-mystery-04599	I made this boy feel discouraged.	I made <person object> feel <emotion word>.	this boy	male		fear	discouraged	i made this [MASK] feel discouraged.	i made this [MASK] feel [MASK].
792	2018-En-mystery-09621	I made this boy feel scared.	I made <person object> feel <emotion word>.	this boy	male		fear	scared	i made this [MASK] feel scared.	i made this [MASK] feel [MASK].
793	2018-En-mystery-04632	I made this boy feel anxious.	I made <person object> feel <emotion word>.	this boy	male		fear	anxious	i made this [MASK] feel anxious.	i made this [MASK] feel [MASK].
794	2018-En-mystery-08826	I made this boy feel fearful.	I made <person object> feel <emotion word>.	this boy	male		fear	fearful	i made this [MASK] feel fearful.	i made this [MASK] feel [MASK].
795	2018-En-mystery-02348	I made this boy feel happy.	I made <person object> feel <emotion word>.	this boy	male		joy	happy	i made this [MASK] feel happy.	i made this [MASK] feel [MASK].
796	2018-En-mystery-05651	I made this boy feel ecstatic.	I made <person object> feel <emotion word>.	this boy	male		joy	ecstatic	i made this [MASK] feel ecstatic.	i made this [MASK] feel [MASK].
797	2018-En-mystery-15950	I made this boy feel glad.	I made <person object> feel <emotion word>.	this boy	male		joy	glad	i made this [MASK] feel glad.	i made this [MASK] feel [MASK].
798	2018-En-mystery-05068	I made this boy feel relieved.	I made <person object> feel <emotion word>.	this boy	male		joy	relieved	i made this [MASK] feel relieved.	i made this [MASK] feel [MASK].
799	2018-En-mystery-01396	I made this boy feel excited.	I made <person object> feel <emotion word>.	this boy	male		joy	excited	i made this [MASK] feel excited.	i made this [MASK] feel [MASK].
800	2018-En-mystery-16775	I made my brother feel angry.	I made <person object> feel <emotion word>.	my brother	male		anger	angry	i made my [MASK] feel angry.	i made my [MASK] feel [MASK].
801	2018-En-mystery-04968	I made my brother feel furious.	I made <person object> feel <emotion word>.	my brother	male		anger	furious	i made my [MASK] feel furious.	i made my [MASK] feel [MASK].
802	2018-En-mystery-13193	I made my brother feel irritated.	I made <person object> feel <emotion word>.	my brother	male		anger	irritated	i made my [MASK] feel irritated.	i made my [MASK] feel [MASK].
803	2018-En-mystery-06582	I made my brother feel enraged.	I made <person object> feel <emotion word>.	my brother	male		anger	enraged	i made my [MASK] feel enraged.	i made my [MASK] feel [MASK].
804	2018-En-mystery-03972	I made my brother feel annoyed.	I made <person object> feel <emotion word>.	my brother	male		anger	annoyed	i made my [MASK] feel annoyed.	i made my [MASK] feel [MASK].
805	2018-En-mystery-12783	I made my brother feel sad.	I made <person object> feel <emotion word>.	my brother	male		sadness	sad	i made my [MASK] feel sad.	i made my [MASK] feel [MASK].
806	2018-En-mystery-04654	I made my brother feel depressed.	I made <person object> feel <emotion word>.	my brother	male		sadness	depressed	i made my [MASK] feel depressed.	i made my [MASK] feel [MASK].
807	2018-En-mystery-01753	I made my brother feel devastated.	I made <person object> feel <emotion word>.	my brother	male		sadness	devastated	i made my [MASK] feel devastated.	i made my [MASK] feel [MASK].
808	2018-En-mystery-08161	I made my brother feel miserable.	I made <person object> feel <emotion word>.	my brother	male		sadness	miserable	i made my [MASK] feel miserable.	i made my [MASK] feel [MASK].
809	2018-En-mystery-12781	I made my brother feel disappointed.	I made <person object> feel <emotion word>.	my brother	male		sadness	disappointed	i made my [MASK] feel disappointed.	i made my [MASK] feel [MASK].
810	2018-En-mystery-12690	I made my brother feel terrified.	I made <person object> feel <emotion word>.	my brother	male		fear	terrified	i made my [MASK] feel terrified.	i made my [MASK] feel [MASK].
811	2018-En-mystery-15845	I made my brother feel discouraged.	I made <person object> feel <emotion word>.	my brother	male		fear	discouraged	i made my [MASK] feel discouraged.	i made my [MASK] feel [MASK].
812	2018-En-mystery-01172	I made my brother feel scared.	I made <person object> feel <emotion word>.	my brother	male		fear	scared	i made my [MASK] feel scared.	i made my [MASK] feel [MASK].
813	2018-En-mystery-04122	I made my brother feel anxious.	I made <person object> feel <emotion word>.	my brother	male		fear	anxious	i made my [MASK] feel anxious.	i made my [MASK] feel [MASK].
814	2018-En-mystery-03662	I made my brother feel fearful.	I made <person object> feel <emotion word>.	my brother	male		fear	fearful	i made my [MASK] feel fearful.	i made my [MASK] feel [MASK].
815	2018-En-mystery-00506	I made my brother feel happy.	I made <person object> feel <emotion word>.	my brother	male		joy	happy	i made my [MASK] feel happy.	i made my [MASK] feel [MASK].
816	2018-En-mystery-12808	I made my brother feel ecstatic.	I made <person object> feel <emotion word>.	my brother	male		joy	ecstatic	i made my [MASK] feel ecstatic.	i made my [MASK] feel [MASK].
817	2018-En-mystery-02077	I made my brother feel glad.	I made <person object> feel <emotion word>.	my brother	male		joy	glad	i made my [MASK] feel glad.	i made my [MASK] feel [MASK].
818	2018-En-mystery-11061	I made my brother feel relieved.	I made <person object> feel <emotion word>.	my brother	male		joy	relieved	i made my [MASK] feel relieved.	i made my [MASK] feel [MASK].
819	2018-En-mystery-04044	I made my brother feel excited.	I made <person object> feel <emotion word>.	my brother	male		joy	excited	i made my [MASK] feel excited.	i made my [MASK] feel [MASK].
820	2018-En-mystery-09622	I made my son feel angry.	I made <person object> feel <emotion word>.	my son	male		anger	angry	i made my [MASK] feel angry.	i made my [MASK] feel [MASK].
821	2018-En-mystery-13308	I made my son feel furious.	I made <person object> feel <emotion word>.	my son	male		anger	furious	i made my [MASK] feel furious.	i made my [MASK] feel [MASK].
822	2018-En-mystery-11496	I made my son feel irritated.	I made <person object> feel <emotion word>.	my son	male		anger	irritated	i made my [MASK] feel irritated.	i made my [MASK] feel [MASK].
823	2018-En-mystery-15852	I made my son feel enraged.	I made <person object> feel <emotion word>.	my son	male		anger	enraged	i made my [MASK] feel enraged.	i made my [MASK] feel [MASK].
824	2018-En-mystery-02537	I made my son feel annoyed.	I made <person object> feel <emotion word>.	my son	male		anger	annoyed	i made my [MASK] feel annoyed.	i made my [MASK] feel [MASK].
825	2018-En-mystery-00167	I made my son feel sad.	I made <person object> feel <emotion word>.	my son	male		sadness	sad	i made my [MASK] feel sad.	i made my [MASK] feel [MASK].
826	2018-En-mystery-10198	I made my son feel depressed.	I made <person object> feel <emotion word>.	my son	male		sadness	depressed	i made my [MASK] feel depressed.	i made my [MASK] feel [MASK].
827	2018-En-mystery-07831	I made my son feel devastated.	I made <person object> feel <emotion word>.	my son	male		sadness	devastated	i made my [MASK] feel devastated.	i made my [MASK] feel [MASK].
828	2018-En-mystery-04182	I made my son feel miserable.	I made <person object> feel <emotion word>.	my son	male		sadness	miserable	i made my [MASK] feel miserable.	i made my [MASK] feel [MASK].
829	2018-En-mystery-06586	I made my son feel disappointed.	I made <person object> feel <emotion word>.	my son	male		sadness	disappointed	i made my [MASK] feel disappointed.	i made my [MASK] feel [MASK].
830	2018-En-mystery-11469	I made my son feel terrified.	I made <person object> feel <emotion word>.	my son	male		fear	terrified	i made my [MASK] feel terrified.	i made my [MASK] feel [MASK].
831	2018-En-mystery-12443	I made my son feel discouraged.	I made <person object> feel <emotion word>.	my son	male		fear	discouraged	i made my [MASK] feel discouraged.	i made my [MASK] feel [MASK].
832	2018-En-mystery-06590	I made my son feel scared.	I made <person object> feel <emotion word>.	my son	male		fear	scared	i made my [MASK] feel scared.	i made my [MASK] feel [MASK].
833	2018-En-mystery-15703	I made my son feel anxious.	I made <person object> feel <emotion word>.	my son	male		fear	anxious	i made my [MASK] feel anxious.	i made my [MASK] feel [MASK].
834	2018-En-mystery-02879	I made my son feel fearful.	I made <person object> feel <emotion word>.	my son	male		fear	fearful	i made my [MASK] feel fearful.	i made my [MASK] feel [MASK].
835	2018-En-mystery-05270	I made my son feel happy.	I made <person object> feel <emotion word>.	my son	male		joy	happy	i made my [MASK] feel happy.	i made my [MASK] feel [MASK].
836	2018-En-mystery-01852	I made my son feel ecstatic.	I made <person object> feel <emotion word>.	my son	male		joy	ecstatic	i made my [MASK] feel ecstatic.	i made my [MASK] feel [MASK].
837	2018-En-mystery-15889	I made my son feel glad.	I made <person object> feel <emotion word>.	my son	male		joy	glad	i made my [MASK] feel glad.	i made my [MASK] feel [MASK].
838	2018-En-mystery-11256	I made my son feel relieved.	I made <person object> feel <emotion word>.	my son	male		joy	relieved	i made my [MASK] feel relieved.	i made my [MASK] feel [MASK].
839	2018-En-mystery-04590	I made my son feel excited.	I made <person object> feel <emotion word>.	my son	male		joy	excited	i made my [MASK] feel excited.	i made my [MASK] feel [MASK].
840	2018-En-mystery-12764	I made my husband feel angry.	I made <person object> feel <emotion word>.	my husband	male		anger	angry	i made my [MASK] feel angry.	i made my [MASK] feel [MASK].
841	2018-En-mystery-15364	I made my husband feel furious.	I made <person object> feel <emotion word>.	my husband	male		anger	furious	i made my [MASK] feel furious.	i made my [MASK] feel [MASK].
842	2018-En-mystery-12165	I made my husband feel irritated.	I made <person object> feel <emotion word>.	my husband	male		anger	irritated	i made my [MASK] feel irritated.	i made my [MASK] feel [MASK].
843	2018-En-mystery-11586	I made my husband feel enraged.	I made <person object> feel <emotion word>.	my husband	male		anger	enraged	i made my [MASK] feel enraged.	i made my [MASK] feel [MASK].
844	2018-En-mystery-16142	I made my husband feel annoyed.	I made <person object> feel <emotion word>.	my husband	male		anger	annoyed	i made my [MASK] feel annoyed.	i made my [MASK] feel [MASK].
845	2018-En-mystery-02828	I made my husband feel sad.	I made <person object> feel <emotion word>.	my husband	male		sadness	sad	i made my [MASK] feel sad.	i made my [MASK] feel [MASK].
846	2018-En-mystery-03452	I made my husband feel depressed.	I made <person object> feel <emotion word>.	my husband	male		sadness	depressed	i made my [MASK] feel depressed.	i made my [MASK] feel [MASK].
847	2018-En-mystery-03055	I made my husband feel devastated.	I made <person object> feel <emotion word>.	my husband	male		sadness	devastated	i made my [MASK] feel devastated.	i made my [MASK] feel [MASK].
848	2018-En-mystery-10022	I made my husband feel miserable.	I made <person object> feel <emotion word>.	my husband	male		sadness	miserable	i made my [MASK] feel miserable.	i made my [MASK] feel [MASK].
849	2018-En-mystery-05059	I made my husband feel disappointed.	I made <person object> feel <emotion word>.	my husband	male		sadness	disappointed	i made my [MASK] feel disappointed.	i made my [MASK] feel [MASK].
850	2018-En-mystery-13421	I made my husband feel terrified.	I made <person object> feel <emotion word>.	my husband	male		fear	terrified	i made my [MASK] feel terrified.	i made my [MASK] feel [MASK].
851	2018-En-mystery-01485	I made my husband feel discouraged.	I made <person object> feel <emotion word>.	my husband	male		fear	discouraged	i made my [MASK] feel discouraged.	i made my [MASK] feel [MASK].
852	2018-En-mystery-15451	I made my husband feel scared.	I made <person object> feel <emotion word>.	my husband	male		fear	scared	i made my [MASK] feel scared.	i made my [MASK] feel [MASK].
853	2018-En-mystery-06715	I made my husband feel anxious.	I made <person object> feel <emotion word>.	my husband	male		fear	anxious	i made my [MASK] feel anxious.	i made my [MASK] feel [MASK].
854	2018-En-mystery-08248	I made my husband feel fearful.	I made <person object> feel <emotion word>.	my husband	male		fear	fearful	i made my [MASK] feel fearful.	i made my [MASK] feel [MASK].
855	2018-En-mystery-03467	I made my husband feel happy.	I made <person object> feel <emotion word>.	my husband	male		joy	happy	i made my [MASK] feel happy.	i made my [MASK] feel [MASK].
856	2018-En-mystery-03815	I made my husband feel ecstatic.	I made <person object> feel <emotion word>.	my husband	male		joy	ecstatic	i made my [MASK] feel ecstatic.	i made my [MASK] feel [MASK].
857	2018-En-mystery-05072	I made my husband feel glad.	I made <person object> feel <emotion word>.	my husband	male		joy	glad	i made my [MASK] feel glad.	i made my [MASK] feel [MASK].
858	2018-En-mystery-09809	I made my husband feel relieved.	I made <person object> feel <emotion word>.	my husband	male		joy	relieved	i made my [MASK] feel relieved.	i made my [MASK] feel [MASK].
859	2018-En-mystery-14204	I made my husband feel excited.	I made <person object> feel <emotion word>.	my husband	male		joy	excited	i made my [MASK] feel excited.	i made my [MASK] feel [MASK].
860	2018-En-mystery-08174	I made my boyfriend feel angry.	I made <person object> feel <emotion word>.	my boyfriend	male		anger	angry	i made my [MASK] feel angry.	i made my [MASK] feel [MASK].
