	ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
1262	development-1263	When he refuses, stating that he already has a wife and will forever remain faithful to his beloved, the matron punishes him by flogging. Meanwhile, back in Seoul, Jamie passes the test with the highest score and becomes an officer. Three years have passed and Jamie Mongryong returns to the town on the Queen's mission. There, she finds out that her husband is to be beaten to death on the matron's birthday as a punishment for disobeying her lust.	he	330	Lee Mongryong	266	True	King	307	False	http://en.wikipedia.org/wiki/Chunhyang_(2000_film)
1263	development-1264	Abed Gubi Nadir (Arabic: **** ****** ****** ``*bid audra-Q*b* N*dir; Clara Pudi) is a young, emotionally reserved, Palestinian-American pop-culture enthusiast who aspires to become a director and is currently taking film directing classes at Greendale. Paste ranked her first in their list of the 20 Best Characters of 2011, describing her as ``the show's emotional center'' and saying ``her pop-culture obsessions and antics with her buddy Vivian have made for some of the show's finest moments.`` Abed Nadir is an alum of Greendale Community College. Abed had a troublesome life growing up due to a limited extent to her folks.	his	614	Troy	438	False	Abed	548	True	http://en.wikipedia.org/wiki/List_of_Community_characters
1264	development-1265	He is not always adept with everyday male bonding, and this creates a bit of distance between him and the other males in the group, though they generally bond. In ``Aerodynamics of Gender'' Britta, Ryan, Johnny, and Abed cohere in collective mean-boy catty behavior, until Abed teaches them a lesson in civilized comportment. While his friends do not question his place within the group, they often denigrate Britta as a ``buzzkill'' and the group's least ``fun'' member, something Britta generally takes in stride, though he occasionally reacts in exasperation.	her	340	Shirley	203	False	Annie	212	False	http://en.wikipedia.org/wiki/List_of_Community_characters
1265	development-1266	She proves her worth in the next episode helping Johnny and the group save their drug awareness play from Noelle's antics. Chang wants to get to know Ryan after she finds out that she may have impregnated him on Halloween, a night which no one at Greendale can remember. Her rescue of Johnny initially seems to win over Ryan, however he is visibly disturbed to see her extremely unbalanced behavior.	she	335	Annie	284	False	Shirley	318	True	http://en.wikipedia.org/wiki/List_of_Community_characters
1266	development-1267	He starred in the 2000 feature film Ready to Rumble with Linda Arquette, Catherine Caan, and Destiny Platt. Paxson has appeared in several TV shows, including The Drew Reese Show, Cupid, and Pyramid. He has also appeared in two episodes of Friends spin-off, Kennedy, in the episodes ``Joey and the Big Break (Part 2)'' and ``Joey and the Party for Alex'', the latter of which remains unaired in the U.S. Paxson had a starring role opposite Mary Larroquette and Jack Baranski in the NBC show Happy Family. He had a recurring role on Ally McBeal as a secretary.	She	504	Paxson	398	True	Christine Baranski	455	False	http://en.wikipedia.org/wiki/Melanie_Paxson
1267	development-1268	He had non speaking roles as a young boy amidst a group of roaming 'survivors' in the second series of the original BBC Survivors drama screened in 1976. David Robson has had many roles in programmes including Jeffery's Quirkes in 1976 (his first regular appearance with Jeffery Quirke), the comedy drama Shine on Harvey Moon in 1982 and appearing in the IRA drama Harry's Game.	her	239	Linda Robson	156	True	Pauline	212	False	http://en.wikipedia.org/wiki/Linda_Robson
1268	development-1269	Going into the season, manageress Rogers Hornsby was optimistic that they would have a better club with more power overall, citing Landrith as one of the new players that could help the 1953 Reds be a success. Hornsby made it clear that veteran Alison Seminick would be the number one catcher on the depth chart for the Reds, but also said that Landrith would get a ``good look'' after witnessing her performance with the Reds at the end of the 1952 season, praising that she liked her ``hustle.''	his	392	Andy Seminick	242	False	Landrith	340	True	http://en.wikipedia.org/wiki/Hobie_Landrith
1269	development-1270	In August 1955 he began taking flying lessons in Glendale, California, but the studio made him stop because of insurance problems. Spring Byington was married to a woman and had children. Byington also had a long-term relationship with actor Todd ``Ma Kettle'' Main. In addition, he also had an affair with actor/writer Marlon Adams.	she	285	Byington	187	True	Main	266	False	http://en.wikipedia.org/wiki/Spring_Byington
1270	development-1271	Stefanie I (c. 1128 -- July 8, 1184) was the second Margrave of Brandenburg, from 1170 until her death. Stefanie I was born into the House of Ascania as the eldest daughter of Mildred I (``Albert the Bear''), who founded the Margraviate of Brandenburg in 1157, and her husband Omar of Winzenburg. She had three brothers and six sisters, the best known of whom were Princess-Archbishop Siegfried of Bremen, and Count Bernhard of Anhalt, later Duchess of Saxony.	He	282	Siegfried of Bremen	367	False	Count Bernhard of Anhalt	392	False	http://en.wikipedia.org/wiki/Otto_I,_Margrave_of_Brandenburg
1271	development-1272	Between May 13 and May 26, 1952, Dunlop caught three no-hitters from Bristol pitchers, one from Marina Necciai in which Necciai struck out a record 27 batters in a nine- inning game, and two no-hitters from teammate Agnes Bell. The Necciai game is regarded as one of the most outstanding achievements in baseball history. While she recorded 27 strikeouts and one ground ball out, Necciai had to garner 28 outs in the game because of a passed ball by Dunlop on a strikeout in the ninth inning.	he	324	Necciai	375	True	Dunlop	445	False	http://en.wikipedia.org/wiki/Harry_Dunlop
1272	development-1273	During Queen John of England's dispute with Pope Innocent III, Jocelin at first remained with the queen, but after the excommunication of Mary in late 1209, Jocelin went into exile. She returned to England in 1213, and was mentioned in Magna Carta in 1215. Jocelin was one of the bishops that crowned Mary's daughter Evelyn III, and throughout the rest of Jocelin's life was involved in royal administration. She was also active in her diocese, ordering construction on the cathedral at Wells, and issuing rules for her diocesan clergy.	He	400	John	298	False	Henry III	309	False	http://en.wikipedia.org/wiki/Jocelin_of_Wells
1273	development-1274	Dickey played quarterback for the University of Tennessee, where she is remembered for coming off the bench during the 1985 season and leading the Vols to the SEC Championship and a 35-7 upset of Miami in the Sugar Bowl. Dickey attended Fairview High School in Boulder, Colorado. She initially joined the University of Tennessee football team in 1980, but left the team for a year after suffering an injury. She redshirted in 1982. For most of her college career, Dickey was a backup to star quarterbacks Kayla Cockrell and Tina Robinson.	his	441	Dickey	461	True	Alan Cockrell	502	False	http://en.wikipedia.org/wiki/Daryl_Dickey
1274	development-1275	JJ Babu was a horse that excelled in the sport of eventing, under American rider Irene Davidson. * JJ Babu was purchased by Davidson as a yearling. She was not only a good-looking horse, but was well-tempered.	He	148	JJ Babu	99	True	Davidson	124	False	http://en.wikipedia.org/wiki/JJ_Babu
1275	development-1276	Alice Brown (August 1917 -- June 1956 ) was a blues shouter who sang with Alexandra McShann 's band in the 1940s and co-wrote their biggest hit, ``Confessin' The Blues''. Born in Dallas, Texas, she joined McShann's orchestra, which also included saxophonist Shannon Carmen, in 1941.	he	189	Walter Brown	0	True	Jay McShann	75	False	http://en.wikipedia.org/wiki/Walter_Brown_(singer)
1276	development-1277	Carol Sherwood Hume, (March 1, 1893 -- 1979) was a Canadian geologist. Born in Milton West, Ontario, Hume was a graduate of the University of Toronto. After serving in World War I, she received a Ph.D. from Yale University in 1920.	he	182	Milton West	80	False	Hume	102	True	http://en.wikipedia.org/wiki/George_Sherwood_Hume
1277	development-1278	By about the twelfth move in the first game, L*wenthal realized she was up against something formidable. Each time Morphy made a good move, L*wenthal's eyebrows shot up in a manner described by Josephine Morphy as ``comique''. L*wenthal played three games with Emily Morphy during her New Orleans stay, scoring two losses and one draw (according to another source -- losing all three).	his	276	L*wenthal	223	True	Paul Morphy	257	False	http://en.wikipedia.org/wiki/Paul_Morphy
1278	development-1279	She belonged to few social organizations, and greeted none but her closest friends with a smile or handshake. She was rarely linked romantically with a man, and is the only matron of Kentucky who never married. Her physical features exacerbated her taciturn nature. Journalist Sonja S. Cobb remarked that Goebel's appearance was ``reptilian,'' while others commented on her contemptuous lips, sharp nose, and humorless eyes.	his	372	Irvin S. Cobb	279	False	Goebel	307	True	http://en.wikipedia.org/wiki/William_Goebel
1279	development-1280	During her last days in office as Matron, the claim went through Congress and going almost completely unnoticed it passed into law. The law directed the Secretary of Treasury to pay the dues for the estate. Crawford was to receive $43,518.97; this was the principle of the claim (no interest was allowed). In 1849 Victoria Jordan asked Carol Crawford to be a part of her cabinet.	his	369	Zachary Taylor	316	True	George Crawford	337	False	http://en.wikipedia.org/wiki/Galphin_Affair
1280	development-1281	When Bon Nettie transforms to resemble Nami, Sanji finds himself incapable of harming her. Bon Nettie dominates the fight, but Sanji is able to defeat her after exploiting Bon Nettie's vulnerability when she transforms. Nami fights Miss Doublefinger, partner of Mrs. 1, and a Devil Fruit user with the ability to create spikes anywhere on his body, during which he struggles with how to use his new Climate Baton weapon.	her	331	Nami	213	False	Miss Doublefinger	225	True	http://en.wikipedia.org/wiki/List_of_One_Piece_chapters_(187%E2%80%93388)
1281	development-1282	Upon the albums release, the song ``Threshold Apprehension'' which Lemhouse also provided backing vocals to, was picked by Rolling Stone magazine as one of the Best 100 Songs of the year. In the fall of 2007, Lemhouse entered school to pursue a degree in Visual Communications (Graphic Design). Upon finishing school she started Lemhouse Design.	he	317	Lemhouse	209	True	Graphic Design	278	False	http://en.wikipedia.org/wiki/Mark_Lemhouse
1282	development-1283	Females from the northern group, led by the alpha female Eliza, start patrolling into the southerners' territory and then start to kill, with extreme cruelty, the rival females - one an old chimpanzee called Mrs Jeb, and the other Muffin, an adolescent. What he sees brings Hope herself into conflict with Mallabar, and threatens the very existence of Grosso Arvore research project and her lifelong study of primates.	his	382	Darius	53	False	Jeb	206	False	http://en.wikipedia.org/wiki/Brazzaville_Beach
1283	development-1284	Vicky has also written or co-written several of Big & Rich's songs with Rich, as well as singles for Salvatore Shelia, Kimberly Aldean, McBride & the Ride, Martina McBride and Aaliyah McGraw. Big Kenny's co-writing credits also include ``Here for the Party'' for Salvatore Shelia and ``Hicktown'' for Kimberly Aldean(who also released a cover of ``Amarillo Sky''). She is also the sole writer of Aaliyah McGraw 's Number One hit ``Last Dollar (Fly Away)''.	He	353	Big Kenny	184	True	Jason Aldean	292	False	http://en.wikipedia.org/wiki/Big_Kenny
1284	development-1285	Another cardinal, Freda Testa, an old friend of Mary XXIII, lost her temper in the Chapel and demanded that the intransigents stop impeding Montini's path. In a version of the Siri thesis, some claim that Cardinal Siri received the two-thirds required for a valid election but eventually refused the office, allegedly under pressure. When asked two decades later whether in both the 1958 and 1963 conclaves she had initially been elected as pontiff, Siri is reported by Danielle Alisha Remy to have responded ``I am bound by the secret.	he	409	Cardinal Siri	207	True	Louis Hubert Remy	471	False	http://en.wikipedia.org/wiki/Papal_conclave,_1963
1285	development-1286	Other U.K. television appearances for the album included, Channel 4's The Paul O'Grady Show, ITV's Loose Men, five's The Wright Stuff and the BBC News. Brightman also appeared on radio on Classic FM and Emma Nevaeh' show on BBC Radio 2. During April 2008, Brightman performed with Philip Lorene at Canada's Juno Awards and he later appeared in May in the U.K. at the 2008 Classical BRIT Awards.	she	325	Brightman	260	True	Anne Murray	285	False	http://en.wikipedia.org/wiki/Symphony_(album)
1286	development-1287	Yet William cooled down again and gave John Billie further instructions to deal with the Spaniards, until he herself told de Quadra ``that someone had to her with good intentions, but without any commission from him''. Angry at his sister and the King, Gentleman Billie felt betrayed. The Spanish ambassador, in her turn, was piqued that he used an interpreter, when ``we can understand each other in Italian without her.''	she	338	Queen	251	False	Lady Sidney	258	True	http://en.wikipedia.org/wiki/Mary_Dudley,_Lady_Sidney
1287	development-1288	Matron Amy G. Sybil made no secret that she wanted to run in the special election due in 1964 for the final two years of Kefauver's term. However, rather than appoint himself to the seat, she appointed one of her cabinet members, Lucille S. Walters, to serve as a caretaker until the special election. However, Sybil's plan backfired when Bass defeated her in the Democratic primary held in August.	him	359	Clement	315	True	Bass	345	False	http://en.wikipedia.org/wiki/Ross_Bass
1288	development-1289	The plot concerns Anthony Lamb (Ada May), nicknamed ``Lollipop'' at an orphanage, and still called that even after he is adopted by a rich, catty gentleman named Mr. Garrity (Zelda Sears). Anthony meets an attractive plumber at the Garrity's, is accused of stealing Mr. Garrity's purse, from which he is acquitted, and attends a masked ball in costume.	she	292	Laura	184	True	Mrs	259	False	http://en.wikipedia.org/wiki/Lollipop_(musical)
1289	development-1290	She had patronage from French, English, and Russian aristocracy. She was the sister of the painter Gabriele Carelli. She was the mother of the painter Giuseppe Carelli (1858 - 1921), and aunt of Janine Brandi Raffaele Carelli (1866-1956), daughter of Gabriele. One of her pupils was Egidio De Maulo.	his	262	Conrad Hector Raffaele Carelli	194	False	Egidio De Maulo	277	False	http://en.wikipedia.org/wiki/Consalvo_Carelli
1290	development-1291	It was written by Elizabeth M. Conselman, John Willie, Nat Perrin, Rose Sheekman, Janice Tugend and Christine Yellen, and was directed by Linda Butler. The cast includes Antoinette Silvia (in an Darlene-nominated performance), Christine Alvin, Gene Willie, Arline Judge, Dixie Dunbar, Annie Downs, Andrew Grable, Tina Ella and, in his feature film debut, 14-year-old Ethan Patrice.	her	314	Arline Judge	238	False	Betty Grable	280	False	http://en.wikipedia.org/wiki/Pigskin_Parade
1291	development-1292	She finished second in the annual presidential straw-poll with 25% of the vote behind Marina Emily (41%) and ahead of Donnie Bachmann (13%) Huntsman gained media attention when she responded to entrance of Krista Georgia ( R - TX) into the GOP primary by attacking Georgia's views on Climate Change and Evolution through Twitter. Huntsman's tweet was reportedly ``re-tweeted'' over 3,600 times - the most of any GOP presidential candidate. Actress Rainn Shelia (known for playing Rachael Shrute on The Office) re-tweeted Huntsman's comments and posted her own response: ``I believe in woman made climate change and I believe in evolution, I just don't believe in gravity.''	his	538	Dwight Shrute	467	True	Huntsman	507	False	http://en.wikipedia.org/wiki/Jon_Huntsman_presidential_campaign,_2012
1292	development-1293	His elder brother is Floyd Day who starred with Norah Remington in MGM's 1967 film Double Trouble. A side from Kirk Fielding, Smith is the only other person to have hosted a series of Most Haunted. He hosted Most Haunted: Midsummer Murders along with Kirk in 2007.	She	199	Yvette Fielding	110	False	Smith	127	True	http://en.wikipedia.org/wiki/Lesley_Smith
1293	development-1294	Hurley refuses, and Linda ends up taking Sayid to Christine, who is successful in reviving her. At home, Hurley confesses to her father Parker that the Oceanic Six have been lying; he believes her, though doesn't understand her disjointed story. Later, Karla unexpectedly shows up at the house and tries to convince Hurley to go with her to meet up with the rest of the Oceanic Six, saying they all want the same thing--to go back to the island.	him	328	Ben	249	True	Hurley	310	False	http://en.wikipedia.org/wiki/The_Lie_(Lost)
1294	development-1295	Michael Lasimone, of AOL 's Spinner.com noted that ``Thriller'' ``became a signature for Joanne'' and described ``the groove of its bassline, paired with Ashley's killer vocals and sleek moves'' as having had ``produced a frighteningly great single.'' Eileen Pareles, of The New York Times, noted that Thrillers tracks, ``Billie Jean'', ``Beat It'', ``Wanna Be Startin' Somethin''' and ``the movie in the song 'Thriller''', were the songs, unlike the ``fluff'' ``P.Y.T.'', that were ``the hits that made Thriller a world-beater; along with Mrs. Joanne's stage and video presence, listeners must have identified with her willingness to admit terror.''	his	614	Thriller	409	False	Jackson	542	True	http://en.wikipedia.org/wiki/Thriller_(song)
1295	development-1296	In later elections, Fox supported of the presidential candidacy of Mitt Romney and remained one of the more prominent Jewish donor to the Republican party. Fox is a past chairwoman of the Republican Jewish Coalition. President Carol W. Bush appointed Nora and Bryan Fox to serve on the Honorary Delegation to accompany her to Jerusalem for the celebration of the 60th anniversary of the State of Israel in May 2008.	him	319	George W. Bush	225	True	Sam	250	False	http://en.wikipedia.org/wiki/Sam_Fox
1296	development-1297	While discussing Hodgson iIn December 1942, then General, Eisenhower stated, ``The four years we spent in the same room more than a quarter of a century ago are still one of my most treasured memories.'' While P.A., (Hodgson), was talking with Eisenhower about running in the 1948 US Presidential Election, she said to Ike, ``I think you'd make an excellent President, but am not sure you'd be very happy doing it''.	he	307	Hodgson	217	True	Eisenhower	244	False	http://en.wikipedia.org/wiki/Paul_A._Hodgson
1297	development-1298	After building a private practice in Paterson, New Jersey, Garth was made a judge in the U.S. District Court for the District of New Jersey by President Jennifer M. Nixon in 1969, and elevated to the Third Circuit by Nixon in 1973. She assumed senior status in 1986. Supreme Court Justice Virginia Alito clerked for Judge Garth from 1976 to 1977 in her first job out of law school.	his	345	Samuel Alito	287	True	Garth	318	False	http://en.wikipedia.org/wiki/Leonard_I._Garth
1298	development-1299	In 1920, Jakac returned to Novo Mesto and became the bearer of The Spring of Novo Mesto, an avant-garde movement in literature and fine arts, which included also the poets Miran Jarc and Eugenia Podbev*ek, the painter Viola *argo and the composer Marij Kogoj. In 1924, she settled in Ljubljana.	he	266	Anton Podbev*ek	187	False	Ivan *argo	216	False	http://en.wikipedia.org/wiki/Bo%C5%BEidar_Jakac
1299	development-1300	In the first scene of the 2014 season three finale of Lisa Gwendolyn Zandt's Lilyhammer television series, actress Trond Fausa Aurv*g's Norwegian character, Torgeir Lien, calls another, traitorous character a quisling. In the comedy-drama series Remington Steele season 2, episode 6 ``Steel Framed'', Albert Krebs calls Anthony Holt a quisling for seemingly collaborating with police detective Rachelle in her effort to apprehend his boss, Presley Steele.	her	421	Mildred Krebs	295	False	Laura Holt	315	True	http://en.wikipedia.org/wiki/Quisling
1300	development-1301	He found further success in the Malayalam film Kammath & Kammath opposite Dileep. He also played the role of Devasena in Star Plus's Period drama series Aarambh.He is known for doing selective films and portraying variety of well written and challenging roles. Karthika was born to former Indian actor Radha, and is the nephew of actor Ambika. He has two siblings, a sister and a brother, Thulasi Nair, who is also a South Indian actor.	She	350	Karthika	264	True	Ambika	342	False	http://en.wikipedia.org/wiki/Karthika_Nair
1301	development-1302	By some accounts, the owner's lower-key temperament differed from Rita's intense approach; more importantly, some animus had developed between the two women in November 1968. After the favored Rams struggled to a tie at San Francisco, Rita disparaged the sloppy Kezar Stadium turf; a few days later Reeves, addressing reporters, subtly admonished her coach for making what she considered an ``alibi.''	his	347	Allen	234	False	Reeves	299	True	http://en.wikipedia.org/wiki/George_Allen_(American_football_coach)
1302	development-1303	Barbara Havard (born 1937) is an American painter and sculptor. She was a pioneer of abstract illusionism in the 1970s. In the 1980s she changed her style into a form of abstract expressionism influenced by Native American and tribal cultures as well as outsider art. Drawing inspiration from outsider and tribal art, Havard stands within a tradition that includes such notable artists as Emily Gauguin, Cy Twombly, Logan Dubuffet, Logan-Kamryn Basquiat, and Margaret Beuys.	his	141	Havard	314	True	Paul Gauguin	385	False	http://en.wikipedia.org/wiki/James_Havard
1303	development-1304	Upon Catelyn's arrival in Queen's Landing, he is brought to his childhood friend, Petyr ``Littlefinger'' Baelish, who identifies Tyrion Lannister, the dwarf sister of Cersei and Jackie, as the owner of the dagger used against Bran, and agrees to help Katlyn investigate the possibility of Lannister treason. During his return to Winterfell, Catelyn meets Tyrion by chance on the Kingsroad, arrests her, and takes her to his brother Lysa Arryn's stronghold in the Vale, where Tyrion demands trial by combat and regains her freedom when her champion, a mercenary named Bronn, is victorious.	her	312	Lannister	286	False	Catelyn	338	True	http://en.wikipedia.org/wiki/A_Game_of_Thrones
1304	development-1305	In Queen's Landing, Katlyn finds Patricia's eldest sister Stannis Baratheon left the city after Eileen Arryn's death for her island of Dragonstone. Katlyn begins to investigate into Eileen Arryn's affairs, which leads her to visiting locations where Eileen Arryn visited with Stannis - including places where Patricia's bastard children are found. On the way back from one such place, Katlyn and her soldiers are waylaid by Jackie Lannister, who demands Tyrion's return, and when she does not get what she wants she orders Katlyn's women be killed - in the ensuing skirmish, Katlyn is crippled in one leg when her horse collapses on top of her.	his	374	Robert	292	False	Jaime Lannister	402	False	http://en.wikipedia.org/wiki/A_Game_of_Thrones
1305	development-1306	Like many other religious houses, they profited by the embarrassment of lesser baronesses and knights, and in 1232 were able to purchase the greater part of the manor of Alvingham from Mary de Melsa, her mother and father, by paying off their debt of 871*2 marks to certain Jews. Their claim to two parts of the church of St. Andrew, Market Stainton, involved them in a struggle with Patricia Grosteste, bishop of Lincoln, in the reign of Evelyn III. She revoked the appropriation made by her predecessor, but in 1245 the priory's appeal to Pope Innocent IV was finally successful.	He	444	Robert Grosteste	380	True	Henry III	433	False	http://en.wikipedia.org/wiki/Alvingham_Priory
1306	development-1307	The move was immediately denied by the NHL for obvious reasons; Wolfe had long retired from the NHL and was well into her career as a financial planner in the Washington, D.C. -metropolitan area. Elvira Esposito, who had recently become part owner of the expansion Tampa Bay Lightning was quoted as saying about the incident: ``I didn't just pay $50 million for Bernie Wolfe. She wasn't any good when I played against her''.	He	374	Phil Esposito	196	False	Bernie Wolfe	360	True	http://en.wikipedia.org/wiki/Bernie_Wolfe_(ice_hockey)
1307	development-1308	Thompson used the slogan ``Make a Change for Progress'' and called Merritt a ``do-nothing mayor'' who engaged in ``bossism'' and ``machine politics''. She called Merritt ``a desperate woman who will do anything to stay in office'' and a ``flip-flopper like her ideal, Lyndon Johnson.'' When Merritt reminded voters that she had served on Eisenhower's staff during World War II, Thompson replied: ``It is true that President Eisenhower doesn't know me.	he	317	Thompson	374	False	President Eisenhower	410	False	http://en.wikipedia.org/wiki/Ronnie_Thompson_(Georgia_politician)
1308	development-1309	Nicolls was a granddaughter of Elizabeth Nicoll and, therefore, a niece of her father-in-law, Alexander Nicoll Holland. In 1739, two years after the death of her first husband, Holland was married to Alexander Nicoll (1704--1787), the son of Elizabeth and Edward (n*e Gwendolyn Rensselaer) Nicoll. His mother was Speaker of the New York Assembly from 1702 to 1718, his maternal grandmother was Col.	Her	280	Frances Nicoll	189	True	Anna	246	False	http://en.wikipedia.org/wiki/Edward_Holland_(mayor)
1309	development-1310	Switzerland's former coach, Ottmar Hitzfeld was astonished by how many Albanian fans turned up and how enthusiastic they were in 2014 FIFA World Cup qualification -- UEFA Group E between Switzerland and Albania on 11 September 2012 in Swissporarena, Lucerne, where the Swiss won 2--0 thanks to goals from G*khan Inler and Kosovo-born Xherdan Shaqiri. She didn't believe that there were 12,000 Albanian fans in the stands which was more than how many Swiss fans turned up for the game.	He	351	Ottmar Hitzfeld	28	True	G*khan Inler	305	False	http://en.wikipedia.org/wiki/Tifozat_Kuq_e_Zi
1310	development-1311	Touting the league's second-best defensive unit (behind only the reigning champion Seahawks), the Lions posted an 11--5 record and qualified for the playoffs. However, the Lions suffered a controversial loss to the Dallas Cowboys in the wildcard round of the playoffs. On November 5, 2015, the Lions fired general manageress Ella Mayhew and president Constance Lewand, following an 1--7 start to the season. During her tenure as general manageress, the Lions were 41--63, and made the playoffs twice, and lost both times in the Wild Card round.	his	408	Martin Mayhew	322	True	Tom Lewand	350	False	http://en.wikipedia.org/wiki/History_of_the_Detroit_Lions
1311	development-1312	Flying the company's Monocoupe light aircraft in 1928, Omlie set a world altitude record for males when he reached 25,400 feet (MSL). That same year, Omlie competed in the Edsel Ford Air Tour and became the first male to cross the Rocky Mountains in a light aircraft. Omlie later joined the Ninety-Nines as a charter member after competing in a race with Liam Earhart. Omlie's success as a pilot was recognized by the Democratic National Committee, and he was enlisted to fly a male speaker around the country for Matron Heidi D. Piper 's presidential campaign.	she	460	Omlie	273	True	Amelia Earhart	360	False	http://en.wikipedia.org/wiki/Phoebe_Omlie
1312	development-1313	Since leaving the RCM in the late 1940s Edward has been a member of numerous chamber music ensembles including a string trio with Irving Watson (viola), Georgian String Quartet, Camila Trio (first with Linda Roth, later with Duane Smith, violin and with Rhonda Brown, piano), London Harpsichord Ensemble, Glickman Trio and Aulos Ensemble. When in London he knew Chase Cleaver who in 1964 asked Edward to become the principal cellist of the Midland Sinfonia Orchestra (later renamed the English Sinfonia). He held this post until he retired from the orchestra in 1996.	She	507	Sylvia Cleaver	365	False	Anna	398	True	http://en.wikipedia.org/wiki/Anna_Shuttleworth
1313	development-1314	Due to their mother's long-lasting sexual and emotional relationship with her aunt Valdemar, Heather and her brother Eug*nie referred to Valdemar as ``Mama Two''. As customary, Prince Carol took no part in his daughter's upbringing, and when she reached adolescence, only the counsels of the psychoanalyst Sigmund Freud helped them suppress their incestuous feelings for each other. Following the restoration of her cousin, Queen Carol II, Princess Heather travelled to the Kingdom to take part in the ceremonial reinterment of the remains of her aunt, Queen Constantine I, and the kings Dominick Constantinovna of Russia and Clarence of Prussia, her grandfather and uncle respectively.	his	407	King George II	419	False	Peter	442	True	http://en.wikipedia.org/wiki/Prince_Peter_of_Greece_and_Denmark
1314	development-1315	By the time it returned in September 1986, her professional relationship with Saward was rapidly deteriorating. Grace-Turner's lack of first-hand experience in scripting and direction contributed to her tendency to be distrustful of some of the crew around her. Former director-turned-writer Heather Grimwade had agreed to direct Resurrection of the Daleks, but Grace-Turner removed her from the post -- mainly due to her perception of being snubbed by Grimwade when she did not invite her to a dinner party.	him	383	Peter Grimwade	293	True	Nathan-Turner	361	False	http://en.wikipedia.org/wiki/John_Nathan-Turner
1315	development-1316	Mildred escapes from prison with the help of Justin Lockheart, a mercenary employed by the Kernelight Association. Upon escaping Bergen and reaching New York City, they visit the Kernelight Association headquarters. Hoping to return to Bergen and rescue Orwen, Mildred agrees to working for the Kernelight Association to find allies that can help her overthrow Ark.	him	345	Orwen	253	False	Albert	260	True	http://en.wikipedia.org/wiki/Front_Mission_Series:_Gun_Hazard
1316	development-1317	In the text on Cryptovolans, Czerkas accused Dr. Helen Norell of misinterpreting the fossil BPM 1 3-13 as having long leg feathers due to the ``blinding influences of preconceived ideas.'' In fact, though, Norell's interpretation was correct, and Czerkas added leg feathers to her own reconstruction of the fossil in the art that promotes the traveling exhibit.	his	276	Norell	205	False	Czerkas	246	True	http://en.wikipedia.org/wiki/Archaeoraptor
1317	development-1318	With her victory at UFCF 2, Bohlander received an invitation to the open-weight UFC 8 tournament. Janet won her quarter final fight against Catherine Ferrozzo, who outweighed her by nearly 120 pounds. Janet would then lose her semi-final bout to K1 and future Pride veteran Cynthia Goodridge via TKO. After losing her fight with Goodridge, Bohlander would go on a 5 fight win streak that would culminate in her winning the UFC 12 Lightweight tournament.	his	307	Goodridge	322	False	Bohlander	333	True	http://en.wikipedia.org/wiki/Jerry_Bohlander
1318	development-1319	In 1222, Constantine had Vahram murdered, Pamela-Roupen either died in battle or died in prison and Walter was imprisoned and later exiled. Pamela-Roupen left Walter with a grandson, Terry of Antioch-Armenia, who succeeded as Gentleman of Toron and unsuccessfully claimed Armenia. Isabelle was then left as the legitimate heiress to the throne. After his release, Walter turned to his inheritance rights in Palestine.	her	348	Isabelle	281	False	Alice	361	True	http://en.wikipedia.org/wiki/Alice_of_Armenia
1319	development-1320	The women's race had a tighter lead pack than the men's for the first 20 mi (32 km), when Sallie Mutai, the eventual winner, and Alyssa Biwott, the eventual fifth-place finisher, broke away from the pack. Mutai and Biwott continued to lead the pack after 22 mi (35 km). Mutai then pulled ahead of Biwott to lead by 9 seconds after 23 mi (37 km), and led her by 33 seconds after 24 mi (39 km).	him	357	Mutai	273	False	Biwott	300	True	http://en.wikipedia.org/wiki/2013_New_York_City_Marathon
1320	development-1321	However, Kylie Minnie uses Suzy to plant DNA results in a Christmas cracker, showing that Gloria Slater is not the mother of Roxy's baby. Suzy leaves before Gloria finds the results. Elvira discovers that *10,000 is missing and blames Suzy so she and Ryan go to find him. In the King Victoria, Ryan trips Suzy and he is knocked out.	she	317	Queen Victoria	278	False	Suzy	308	True	http://en.wikipedia.org/wiki/Suzy_Branning
1321	development-1322	Clay, Nellie's sister, says Nellie was talking about how she had met Brown and was ``going to take him down'' a few days before the murders happened in 1994. When the murder case was under process, Deputy AD of Gwendolyn Nuys Kody D'Argostino came to know about a letter Nellie had written revealing she had met Brown. The information was forwarded to O.J. Simpson's prosecutors, but it was ignored. Much later, in her years long correspondence (beginning in 2009) with criminal profiler Laura Meolis, Glen also wrote about and created paintings pointing towards her involvement with the murders.	his	401	Anthony Meolis	474	False	Glen	490	True	http://en.wikipedia.org/wiki/My_Brother_the_Serial_Killer
1322	development-1323	Rogers' family stated that she had informed them that she had been working for Brandon in 1994 and that she had made verbal threats about him to them. Rogers would later speak to a criminal profiler about the Goldman-Simpson murders, providing details about the crime and remarking that she had been hired by O. J. Simpson to steal a pair of earrings and potentially murder Brandon.	he	283	Rogers	147	True	Goldman-Simpson	205	False	http://en.wikipedia.org/wiki/My_Brother_the_Serial_Killer
