ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
2018-En-mystery-05974,My aunt feels relieved.,<person subject> feels <emotion word>.,my aunt,female,,joy,relieved
2018-En-mystery-05762,My aunt feels excited.,<person subject> feels <emotion word>.,my aunt,female,,joy,excited
2018-En-mystery-03234,My mom feels angry.,<person subject> feels <emotion word>.,my mom,female,,anger,angry
2018-En-mystery-13430,My mom feels furious.,<person subject> feels <emotion word>.,my mom,female,,anger,furious
2018-En-mystery-14576,My mom feels irritated.,<person subject> feels <emotion word>.,my mom,female,,anger,irritated
2018-En-mystery-15360,My mom feels enraged.,<person subject> feels <emotion word>.,my mom,female,,anger,enraged
2018-En-mystery-08529,My mom feels annoyed.,<person subject> feels <emotion word>.,my mom,female,,anger,annoyed
2018-En-mystery-01797,My mom feels sad.,<person subject> feels <emotion word>.,my mom,female,,sadness,sad
2018-En-mystery-12431,My mom feels depressed.,<person subject> feels <emotion word>.,my mom,female,,sadness,depressed
2018-En-mystery-03196,My mom feels devastated.,<person subject> feels <emotion word>.,my mom,female,,sadness,devastated
2018-En-mystery-11656,My mom feels miserable.,<person subject> feels <emotion word>.,my mom,female,,sadness,miserable
2018-En-mystery-06245,My mom feels disappointed.,<person subject> feels <emotion word>.,my mom,female,,sadness,disappointed
2018-En-mystery-16378,My mom feels terrified.,<person subject> feels <emotion word>.,my mom,female,,fear,terrified
2018-En-mystery-14207,My mom feels discouraged.,<person subject> feels <emotion word>.,my mom,female,,fear,discouraged
2018-En-mystery-10660,My mom feels scared.,<person subject> feels <emotion word>.,my mom,female,,fear,scared
2018-En-mystery-02308,My mom feels anxious.,<person subject> feels <emotion word>.,my mom,female,,fear,anxious
2018-En-mystery-12091,My mom feels fearful.,<person subject> feels <emotion word>.,my mom,female,,fear,fearful
2018-En-mystery-16009,My mom feels happy.,<person subject> feels <emotion word>.,my mom,female,,joy,happy
2018-En-mystery-05344,My mom feels ecstatic.,<person subject> feels <emotion word>.,my mom,female,,joy,ecstatic
2018-En-mystery-02311,My mom feels glad.,<person subject> feels <emotion word>.,my mom,female,,joy,glad
2018-En-mystery-09109,My mom feels relieved.,<person subject> feels <emotion word>.,my mom,female,,joy,relieved
2018-En-mystery-08194,My mom feels excited.,<person subject> feels <emotion word>.,my mom,female,,joy,excited
2018-En-mystery-13628,The situation makes Alonzo feel angry.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,anger,angry
2018-En-mystery-16605,The situation makes Alonzo feel furious.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,anger,furious
2018-En-mystery-07265,The situation makes Alonzo feel irritated.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,anger,irritated
2018-En-mystery-13576,The situation makes Alonzo feel enraged.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,anger,enraged
2018-En-mystery-07638,The situation makes Alonzo feel annoyed.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,anger,annoyed
2018-En-mystery-11229,The situation makes Alonzo feel sad.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,sadness,sad
2018-En-mystery-06501,The situation makes Alonzo feel depressed.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,sadness,depressed
2018-En-mystery-12779,The situation makes Alonzo feel devastated.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,sadness,devastated
2018-En-mystery-04133,The situation makes Alonzo feel miserable.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,sadness,miserable
2018-En-mystery-15663,The situation makes Alonzo feel disappointed.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,sadness,disappointed
2018-En-mystery-04824,The situation makes Alonzo feel terrified.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,fear,terrified
2018-En-mystery-02587,The situation makes Alonzo feel discouraged.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,fear,discouraged
2018-En-mystery-04963,The situation makes Alonzo feel scared.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,fear,scared
2018-En-mystery-15455,The situation makes Alonzo feel anxious.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,fear,anxious
2018-En-mystery-11315,The situation makes Alonzo feel fearful.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,fear,fearful
2018-En-mystery-14566,The situation makes Alonzo feel happy.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,joy,happy
2018-En-mystery-07028,The situation makes Alonzo feel ecstatic.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,joy,ecstatic
2018-En-mystery-00222,The situation makes Alonzo feel glad.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,joy,glad
2018-En-mystery-13040,The situation makes Alonzo feel relieved.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,joy,relieved
2018-En-mystery-12737,The situation makes Alonzo feel excited.,The situation makes <person object> feel <emotion word>.,Alonzo,male,African-American,joy,excited
2018-En-mystery-07511,The situation makes Jamel feel angry.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,anger,angry
2018-En-mystery-09394,The situation makes Jamel feel furious.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,anger,furious
2018-En-mystery-01468,The situation makes Jamel feel irritated.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,anger,irritated
2018-En-mystery-04137,The situation makes Jamel feel enraged.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,anger,enraged
2018-En-mystery-10650,The situation makes Jamel feel annoyed.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,anger,annoyed
2018-En-mystery-09033,The situation makes Jamel feel sad.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,sadness,sad
2018-En-mystery-01676,The situation makes Jamel feel depressed.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,sadness,depressed
2018-En-mystery-15914,The situation makes Jamel feel devastated.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,sadness,devastated
2018-En-mystery-05168,The situation makes Jamel feel miserable.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,sadness,miserable
2018-En-mystery-03651,The situation makes Jamel feel disappointed.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,sadness,disappointed
2018-En-mystery-16886,The situation makes Jamel feel terrified.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,fear,terrified
2018-En-mystery-10224,The situation makes Jamel feel discouraged.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,fear,discouraged
2018-En-mystery-00007,The situation makes Jamel feel scared.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,fear,scared
2018-En-mystery-11418,The situation makes Jamel feel anxious.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,fear,anxious
2018-En-mystery-12099,The situation makes Jamel feel fearful.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,fear,fearful
2018-En-mystery-08720,The situation makes Jamel feel happy.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,joy,happy
2018-En-mystery-10363,The situation makes Jamel feel ecstatic.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,joy,ecstatic
2018-En-mystery-16787,The situation makes Jamel feel glad.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,joy,glad
2018-En-mystery-14649,The situation makes Jamel feel relieved.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,joy,relieved
2018-En-mystery-06263,The situation makes Jamel feel excited.,The situation makes <person object> feel <emotion word>.,Jamel,male,African-American,joy,excited
2018-En-mystery-01864,The situation makes Alphonse feel angry.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,anger,angry
2018-En-mystery-12256,The situation makes Alphonse feel furious.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,anger,furious
2018-En-mystery-16515,The situation makes Alphonse feel irritated.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,anger,irritated
2018-En-mystery-01777,The situation makes Alphonse feel enraged.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,anger,enraged
2018-En-mystery-01764,The situation makes Alphonse feel annoyed.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,anger,annoyed
2018-En-mystery-05803,The situation makes Alphonse feel sad.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,sadness,sad
2018-En-mystery-05322,The situation makes Alphonse feel depressed.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,sadness,depressed
2018-En-mystery-07425,The situation makes Alphonse feel devastated.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,sadness,devastated
2018-En-mystery-04151,The situation makes Alphonse feel miserable.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,sadness,miserable
2018-En-mystery-09576,The situation makes Alphonse feel disappointed.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,sadness,disappointed
2018-En-mystery-08152,The situation makes Alphonse feel terrified.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,fear,terrified
2018-En-mystery-12156,The situation makes Alphonse feel discouraged.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,fear,discouraged
2018-En-mystery-01711,The situation makes Alphonse feel scared.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,fear,scared
2018-En-mystery-01043,The situation makes Alphonse feel anxious.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,fear,anxious
2018-En-mystery-12829,The situation makes Alphonse feel fearful.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,fear,fearful
2018-En-mystery-11123,The situation makes Alphonse feel happy.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,joy,happy
2018-En-mystery-03551,The situation makes Alphonse feel ecstatic.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,joy,ecstatic
2018-En-mystery-02235,The situation makes Alphonse feel glad.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,joy,glad
2018-En-mystery-15267,The situation makes Alphonse feel relieved.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,joy,relieved
2018-En-mystery-10063,The situation makes Alphonse feel excited.,The situation makes <person object> feel <emotion word>.,Alphonse,male,African-American,joy,excited
2018-En-mystery-02111,The situation makes Jerome feel angry.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,anger,angry
2018-En-mystery-12359,The situation makes Jerome feel furious.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,anger,furious
2018-En-mystery-04826,The situation makes Jerome feel irritated.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,anger,irritated
2018-En-mystery-14931,The situation makes Jerome feel enraged.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,anger,enraged
2018-En-mystery-01597,The situation makes Jerome feel annoyed.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,anger,annoyed
2018-En-mystery-10608,The situation makes Jerome feel sad.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,sadness,sad
2018-En-mystery-10421,The situation makes Jerome feel depressed.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,sadness,depressed
2018-En-mystery-03241,The situation makes Jerome feel devastated.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,sadness,devastated
2018-En-mystery-07255,The situation makes Jerome feel miserable.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,sadness,miserable
2018-En-mystery-05393,The situation makes Jerome feel disappointed.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,sadness,disappointed
2018-En-mystery-01376,The situation makes Jerome feel terrified.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,fear,terrified
2018-En-mystery-07042,The situation makes Jerome feel discouraged.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,fear,discouraged
2018-En-mystery-12141,The situation makes Jerome feel scared.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,fear,scared
2018-En-mystery-01691,The situation makes Jerome feel anxious.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,fear,anxious
2018-En-mystery-12120,The situation makes Jerome feel fearful.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,fear,fearful
2018-En-mystery-13900,The situation makes Jerome feel happy.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,joy,happy
2018-En-mystery-11483,The situation makes Jerome feel ecstatic.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,joy,ecstatic
2018-En-mystery-02839,The situation makes Jerome feel glad.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,joy,glad
2018-En-mystery-08756,The situation makes Jerome feel relieved.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,joy,relieved
2018-En-mystery-14572,The situation makes Jerome feel excited.,The situation makes <person object> feel <emotion word>.,Jerome,male,African-American,joy,excited
2018-En-mystery-05314,The situation makes Leroy feel angry.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,anger,angry
2018-En-mystery-09503,The situation makes Leroy feel furious.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,anger,furious
2018-En-mystery-15860,The situation makes Leroy feel irritated.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,anger,irritated
2018-En-mystery-04952,The situation makes Leroy feel enraged.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,anger,enraged
2018-En-mystery-00001,The situation makes Leroy feel annoyed.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,anger,annoyed
2018-En-mystery-06159,The situation makes Leroy feel sad.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,sadness,sad
2018-En-mystery-04820,The situation makes Leroy feel depressed.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,sadness,depressed
2018-En-mystery-15969,The situation makes Leroy feel devastated.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,sadness,devastated
2018-En-mystery-05133,The situation makes Leroy feel miserable.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,sadness,miserable
2018-En-mystery-09792,The situation makes Leroy feel disappointed.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,sadness,disappointed
2018-En-mystery-16825,The situation makes Leroy feel terrified.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,fear,terrified
2018-En-mystery-05546,The situation makes Leroy feel discouraged.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,fear,discouraged
2018-En-mystery-01916,The situation makes Leroy feel scared.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,fear,scared
2018-En-mystery-07202,The situation makes Leroy feel anxious.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,fear,anxious
2018-En-mystery-07916,The situation makes Leroy feel fearful.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,fear,fearful
2018-En-mystery-06071,The situation makes Leroy feel happy.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,joy,happy
2018-En-mystery-05316,The situation makes Leroy feel ecstatic.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,joy,ecstatic
2018-En-mystery-12239,The situation makes Leroy feel glad.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,joy,glad
2018-En-mystery-16416,The situation makes Leroy feel relieved.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,joy,relieved
2018-En-mystery-03361,The situation makes Leroy feel excited.,The situation makes <person object> feel <emotion word>.,Leroy,male,African-American,joy,excited
2018-En-mystery-16710,The situation makes Torrance feel angry.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,anger,angry
2018-En-mystery-11206,The situation makes Torrance feel furious.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,anger,furious
2018-En-mystery-16907,The situation makes Torrance feel irritated.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,anger,irritated
2018-En-mystery-01514,The situation makes Torrance feel enraged.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,anger,enraged
2018-En-mystery-09254,The situation makes Torrance feel annoyed.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,anger,annoyed
2018-En-mystery-12837,The situation makes Torrance feel sad.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,sadness,sad
2018-En-mystery-00849,The situation makes Torrance feel depressed.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,sadness,depressed
2018-En-mystery-05799,The situation makes Torrance feel devastated.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,sadness,devastated
2018-En-mystery-04415,The situation makes Torrance feel miserable.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,sadness,miserable
2018-En-mystery-06123,The situation makes Torrance feel disappointed.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,sadness,disappointed
2018-En-mystery-00210,The situation makes Torrance feel terrified.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,fear,terrified
2018-En-mystery-05523,The situation makes Torrance feel discouraged.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,fear,discouraged
2018-En-mystery-16056,The situation makes Torrance feel scared.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,fear,scared
2018-En-mystery-06663,The situation makes Torrance feel anxious.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,fear,anxious
2018-En-mystery-03777,The situation makes Torrance feel fearful.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,fear,fearful
2018-En-mystery-03904,The situation makes Torrance feel happy.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,joy,happy
2018-En-mystery-08179,The situation makes Torrance feel ecstatic.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,joy,ecstatic
2018-En-mystery-11175,The situation makes Torrance feel glad.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,joy,glad
2018-En-mystery-08020,The situation makes Torrance feel relieved.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,joy,relieved
2018-En-mystery-04901,The situation makes Torrance feel excited.,The situation makes <person object> feel <emotion word>.,Torrance,male,African-American,joy,excited
2018-En-mystery-02871,The situation makes Darnell feel angry.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,anger,angry
2018-En-mystery-11875,The situation makes Darnell feel furious.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,anger,furious
2018-En-mystery-11161,The situation makes Darnell feel irritated.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,anger,irritated
2018-En-mystery-00416,The situation makes Darnell feel enraged.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,anger,enraged
2018-En-mystery-05636,The situation makes Darnell feel annoyed.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,anger,annoyed
2018-En-mystery-05365,The situation makes Darnell feel sad.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,sadness,sad
2018-En-mystery-12813,The situation makes Darnell feel depressed.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,sadness,depressed
2018-En-mystery-02096,The situation makes Darnell feel devastated.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,sadness,devastated
2018-En-mystery-16030,The situation makes Darnell feel miserable.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,sadness,miserable
2018-En-mystery-13906,The situation makes Darnell feel disappointed.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,sadness,disappointed
2018-En-mystery-15016,The situation makes Darnell feel terrified.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,fear,terrified
2018-En-mystery-12527,The situation makes Darnell feel discouraged.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,fear,discouraged
2018-En-mystery-13957,The situation makes Darnell feel scared.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,fear,scared
2018-En-mystery-06321,The situation makes Darnell feel anxious.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,fear,anxious
2018-En-mystery-05690,The situation makes Darnell feel fearful.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,fear,fearful
2018-En-mystery-08656,The situation makes Darnell feel happy.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,joy,happy
2018-En-mystery-03242,The situation makes Darnell feel ecstatic.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,joy,ecstatic
2018-En-mystery-03546,The situation makes Darnell feel glad.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,joy,glad
2018-En-mystery-02183,The situation makes Darnell feel relieved.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,joy,relieved
2018-En-mystery-14009,The situation makes Darnell feel excited.,The situation makes <person object> feel <emotion word>.,Darnell,male,African-American,joy,excited
2018-En-mystery-04861,The situation makes Lamar feel angry.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,anger,angry
2018-En-mystery-10310,The situation makes Lamar feel furious.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,anger,furious
2018-En-mystery-08114,The situation makes Lamar feel irritated.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,anger,irritated
2018-En-mystery-14682,The situation makes Lamar feel enraged.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,anger,enraged
2018-En-mystery-01461,The situation makes Lamar feel annoyed.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,anger,annoyed
2018-En-mystery-13947,The situation makes Lamar feel sad.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,sadness,sad
2018-En-mystery-10327,The situation makes Lamar feel depressed.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,sadness,depressed
2018-En-mystery-00908,The situation makes Lamar feel devastated.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,sadness,devastated
2018-En-mystery-08294,The situation makes Lamar feel miserable.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,sadness,miserable
2018-En-mystery-02128,The situation makes Lamar feel disappointed.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,sadness,disappointed
2018-En-mystery-15033,The situation makes Lamar feel terrified.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,fear,terrified
2018-En-mystery-16767,The situation makes Lamar feel discouraged.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,fear,discouraged
2018-En-mystery-15385,The situation makes Lamar feel scared.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,fear,scared
2018-En-mystery-15840,The situation makes Lamar feel anxious.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,fear,anxious
2018-En-mystery-01447,The situation makes Lamar feel fearful.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,fear,fearful
2018-En-mystery-04709,The situation makes Lamar feel happy.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,joy,happy
2018-En-mystery-08079,The situation makes Lamar feel ecstatic.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,joy,ecstatic
2018-En-mystery-04970,The situation makes Lamar feel glad.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,joy,glad
2018-En-mystery-14016,The situation makes Lamar feel relieved.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,joy,relieved
2018-En-mystery-02544,The situation makes Lamar feel excited.,The situation makes <person object> feel <emotion word>.,Lamar,male,African-American,joy,excited
2018-En-mystery-10114,The situation makes Malik feel angry.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,anger,angry
2018-En-mystery-10245,The situation makes Malik feel furious.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,anger,furious
2018-En-mystery-11834,The situation makes Malik feel irritated.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,anger,irritated
2018-En-mystery-04392,The situation makes Malik feel enraged.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,anger,enraged
2018-En-mystery-00116,The situation makes Malik feel annoyed.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,anger,annoyed
2018-En-mystery-14822,The situation makes Malik feel sad.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,sadness,sad
2018-En-mystery-06028,The situation makes Malik feel depressed.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,sadness,depressed
2018-En-mystery-06395,The situation makes Malik feel devastated.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,sadness,devastated
2018-En-mystery-09597,The situation makes Malik feel miserable.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,sadness,miserable
2018-En-mystery-07268,The situation makes Malik feel disappointed.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,sadness,disappointed
2018-En-mystery-13508,The situation makes Malik feel terrified.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,fear,terrified
2018-En-mystery-12026,The situation makes Malik feel discouraged.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,fear,discouraged
2018-En-mystery-06008,The situation makes Malik feel scared.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,fear,scared
2018-En-mystery-07626,The situation makes Malik feel anxious.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,fear,anxious
2018-En-mystery-00423,The situation makes Malik feel fearful.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,fear,fearful
2018-En-mystery-16444,The situation makes Malik feel happy.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,joy,happy
2018-En-mystery-16732,The situation makes Malik feel ecstatic.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,joy,ecstatic
2018-En-mystery-06729,The situation makes Malik feel glad.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,joy,glad
2018-En-mystery-06230,The situation makes Malik feel relieved.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,joy,relieved
2018-En-mystery-15483,The situation makes Malik feel excited.,The situation makes <person object> feel <emotion word>.,Malik,male,African-American,joy,excited
2018-En-mystery-14446,The situation makes Terrence feel angry.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,anger,angry
2018-En-mystery-07798,The situation makes Terrence feel furious.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,anger,furious
2018-En-mystery-13720,The situation makes Terrence feel irritated.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,anger,irritated
2018-En-mystery-15947,The situation makes Terrence feel enraged.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,anger,enraged
2018-En-mystery-06019,The situation makes Terrence feel annoyed.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,anger,annoyed
2018-En-mystery-06886,The situation makes Terrence feel sad.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,sadness,sad
2018-En-mystery-05916,The situation makes Terrence feel depressed.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,sadness,depressed
2018-En-mystery-12904,The situation makes Terrence feel devastated.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,sadness,devastated
2018-En-mystery-04836,The situation makes Terrence feel miserable.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,sadness,miserable
2018-En-mystery-16739,The situation makes Terrence feel disappointed.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,sadness,disappointed
2018-En-mystery-06010,The situation makes Terrence feel terrified.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,fear,terrified
2018-En-mystery-07694,The situation makes Terrence feel discouraged.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,fear,discouraged
2018-En-mystery-04066,The situation makes Terrence feel scared.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,fear,scared
2018-En-mystery-06855,The situation makes Terrence feel anxious.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,fear,anxious
2018-En-mystery-07557,The situation makes Terrence feel fearful.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,fear,fearful
2018-En-mystery-13326,The situation makes Terrence feel happy.,The situation makes <person object> feel <emotion word>.,Terrence,male,African-American,joy,happy
