,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
878,879,"Almost simultaneously , the club announced that sporting director Thomas Linke had been released from his position , having been employed for only 10 weeks , from February 2011 .","['Almost', 'simultaneously', ',', 'the', 'club', 'announced', 'that', 'sporting', 'director', 'Thomas', 'Linke', 'had', 'been', 'released', 'from', 'his', 'position', ',', 'having', 'been', 'employed', 'for', 'only', '10', 'weeks', ',', 'from', 'February', '2011', '.']",director,his,8,15,Male,1,7,1,wikipedia,1
879,880,"Strong was a young black slave from Barbados who had been badly beaten by his master , David Lisle , a lawyer , with a pistol to the head .","['Strong', 'was', 'a', 'young', 'black', 'slave', 'from', 'Barbados', 'who', 'had', 'been', 'badly', 'beaten', 'by', 'his', 'master', ',', 'David', 'Lisle', ',', 'a', 'lawyer', ',', 'with', 'a', 'pistol', 'to', 'the', 'head', '.']",lawyer,his,21,14,Male,1,7,1,wikipedia,1
880,881,Louis J. Montulli II ( best known as Lou Montulli ) is a programmer who is well known for his work in producing web browsers .,"['Louis', 'J.', 'Montulli', 'II', '(', 'best', 'known', 'as', 'Lou', 'Montulli', ')', 'is', 'a', 'programmer', 'who', 'is', 'well', 'known', 'for', 'his', 'work', 'in', 'producing', 'web', 'browsers', '.']",programmer,his,13,19,Male,1,6,1,wikipedia,1
881,882,"Arundhati Devi ( also known as Arundhati Mukhopadhyay ) was an Indian actress , director , writer and singer who is predominantly known for her work in Bengali cinema .","['Arundhati', 'Devi', '(', 'also', 'known', 'as', 'Arundhati', 'Mukhopadhyay', ')', 'was', 'an', 'Indian', 'actress', ',', 'director', ',', 'writer', 'and', 'singer', 'who', 'is', 'predominantly', 'known', 'for', 'her', 'work', 'in', 'Bengali', 'cinema', '.']",writer,her,16,24,Female,1,8,1,wikipedia,1
882,883,"The same year he faced scandal when a child was left on his doorstep in college and was claimed to be his ; it was later revealed that John Jago , a disaffected undergraduate expelled by Paynter for debauchery , had tried to wreak revenge .","['The', 'same', 'year', 'he', 'faced', 'scandal', 'when', 'a', 'child', 'was', 'left', 'on', 'his', 'doorstep', 'in', 'college', 'and', 'was', 'claimed', 'to', 'be', 'his', ';', 'it', 'was', 'later', 'revealed', 'that', 'John', 'Jago', ',', 'a', 'disaffected', 'undergraduate', 'expelled', 'by', 'Paynter', 'for', 'debauchery', ',', 'had', 'tried', 'to', 'wreak', 'revenge', '.']",child,his,8,12,Male,1,4,3,wikipedia,1
883,884,"The set was designed by British architect John Pawson , who was known for his minimalist style .","['The', 'set', 'was', 'designed', 'by', 'British', 'architect', 'John', 'Pawson', ',', 'who', 'was', 'known', 'for', 'his', 'minimalist', 'style', '.']",architect,his,6,14,Male,1,8,1,wikipedia,1
884,885,Moroccan truck driver Boujemaa Lamrabat was sentenced to life in prison for her murder in September 2019 .,"['Moroccan', 'truck', 'driver', 'Boujemaa', 'Lamrabat', 'was', 'sentenced', 'to', 'life', 'in', 'prison', 'for', 'her', 'murder', 'in', 'September', '2019', '.']",driver,her,2,12,Female,-1,10,1,wikipedia,1
885,886,"The dorm made headlines for its cost of $ 2.6 million , of which $ 1 million was donated by Florence Moore ( two other smaller nearby student houses are named after her husband , Robert S. Moore ) .","['The', 'dorm', 'made', 'headlines', 'for', 'its', 'cost', 'of', '$', '2.6', 'million', ',', 'of', 'which', '$', '1', 'million', 'was', 'donated', 'by', 'Florence', 'Moore', '(', 'two', 'other', 'smaller', 'nearby', 'student', 'houses', 'are', 'named', 'after', 'her', 'husband', ',', 'Robert', 'S.', 'Moore', ')', '.']",student,her,27,32,Female,1,5,1,wikipedia,1
886,887,"Andy Horton , an American sailor and Olympic hopeful , is best known for his accomplishments Match racing and Star sailing .","['Andy', 'Horton', ',', 'an', 'American', 'sailor', 'and', 'Olympic', 'hopeful', ',', 'is', 'best', 'known', 'for', 'his', 'accomplishments', 'Match', 'racing', 'and', 'Star', 'sailing', '.']",sailor,his,5,14,Male,1,9,1,wikipedia,1
887,888,"A session occurred with Marc Bonnant , a famous Swiss lawyer who is renowned for his exceptional oratory , his aristocratic distinction , his refined politeness and his scrupulous respect of traditions and good manners .","['A', 'session', 'occurred', 'with', 'Marc', 'Bonnant', ',', 'a', 'famous', 'Swiss', 'lawyer', 'who', 'is', 'renowned', 'for', 'his', 'exceptional', 'oratory', ',', 'his', 'aristocratic', 'distinction', ',', 'his', 'refined', 'politeness', 'and', 'his', 'scrupulous', 'respect', 'of', 'traditions', 'and', 'good', 'manners', '.']",lawyer,his,10,15,Male,1,5,4,wikipedia,1
888,889,"In 2004 , original drummer Stephan Linde , was replaced by his longtime friend and fellow Long Islander , Durijah Lang ( Saves the Day , Glassjaw , The Stryder ) .","['In', '2004', ',', 'original', 'drummer', 'Stephan', 'Linde', ',', 'was', 'replaced', 'by', 'his', 'longtime', 'friend', 'and', 'fellow', 'Long', 'Islander', ',', 'Durijah', 'Lang', '(', 'Saves', 'the', 'Day', ',', 'Glassjaw', ',', 'The', 'Stryder', ')', '.']",drummer,his,4,11,Male,1,7,1,wikipedia,1
889,890,"On 15 October 1969 , President Abdirashid Ali Sharmarke , only Somalia 's second president of the postcolonial era , was shot dead by his bodyguard using an automatic rifle as he stepped out of a car in the northern city of Las Anod .","['On', '15', 'October', '1969', ',', 'President', 'Abdirashid', 'Ali', 'Sharmarke', ',', 'only', 'Somalia', ""'s"", 'second', 'president', 'of', 'the', 'postcolonial', 'era', ',', 'was', 'shot', 'dead', 'by', 'his', 'bodyguard', 'using', 'an', 'automatic', 'rifle', 'as', 'he', 'stepped', 'out', 'of', 'a', 'car', 'in', 'the', 'northern', 'city', 'of', 'Las', 'Anod', '.']",president,his,14,24,Male,1,10,2,wikipedia,1
890,891,"The couple had three children but only one survived infancy ; their eldest child , Infante Peter Charles , was later made an Infante of Portugal by his grandmother who had him raised at her court at Royal Palace of Queluz .","['The', 'couple', 'had', 'three', 'children', 'but', 'only', 'one', 'survived', 'infancy', ';', 'their', 'eldest', 'child', ',', 'Infante', 'Peter', 'Charles', ',', 'was', 'later', 'made', 'an', 'Infante', 'of', 'Portugal', 'by', 'his', 'grandmother', 'who', 'had', 'him', 'raised', 'at', 'her', 'court', 'at', 'Royal', 'Palace', 'of', 'Queluz', '.']",child,his,13,27,Male,1,14,2,wikipedia,1
891,892,"Singer - songwriter , Jay Justin ( aka Justin McCarthy ) was impressed with her vocals and recommended her for a recording contract with EMI .","['Singer', '-', 'songwriter', ',', 'Jay', 'Justin', '(', 'aka', 'Justin', 'McCarthy', ')', 'was', 'impressed', 'with', 'her', 'vocals', 'and', 'recommended', 'her', 'for', 'a', 'recording', 'contract', 'with', 'EMI', '.']",Singer,her,0,14,Female,-1,14,2,wikipedia,1
892,893,"Article 31 stated that "" no person shall be deprived of his property save by authority of law .","['Article', '31', 'stated', 'that', '""', 'no', 'person', 'shall', 'be', 'deprived', 'of', 'his', 'property', 'save', 'by', 'authority', 'of', 'law', '.']",person,his,6,11,Male,-1,5,1,wikipedia,1
893,894,The artist is much admired for his fragmented body parts expanded in such a way that they become landscape images in black and white .,"['The', 'artist', 'is', 'much', 'admired', 'for', 'his', 'fragmented', 'body', 'parts', 'expanded', 'in', 'such', 'a', 'way', 'that', 'they', 'become', 'landscape', 'images', 'in', 'black', 'and', 'white', '.']",artist,his,1,6,Male,1,5,1,wikipedia,1
894,895,"Kennedy had an easy time with his re - election to the Senate in 2000 , as Republican lawyer and entrepreneur Jack E. Robinson III was sufficiently damaged by his past personal record that Republican state party officials refused to endorse him .","['Kennedy', 'had', 'an', 'easy', 'time', 'with', 'his', 're', '-', 'election', 'to', 'the', 'Senate', 'in', '2000', ',', 'as', 'Republican', 'lawyer', 'and', 'entrepreneur', 'Jack', 'E.', 'Robinson', 'III', 'was', 'sufficiently', 'damaged', 'by', 'his', 'past', 'personal', 'record', 'that', 'Republican', 'state', 'party', 'officials', 'refused', 'to', 'endorse', 'him', '.']",lawyer,his,18,29,Male,1,11,2,wikipedia,1
895,896,"James Kirby , president of the Chicago District Council of the Carpenters ' union , was elected president as his replacement .","['James', 'Kirby', ',', 'president', 'of', 'the', 'Chicago', 'District', 'Council', 'of', 'the', 'Carpenters', ""'"", 'union', ',', 'was', 'elected', 'president', 'as', 'his', 'replacement', '.']",president,his,3,19,Male,1,16,1,wikipedia,1
896,897,"Most infamously , Eminem , the best - selling hip hop artist of all time , has been accused of homophobia numerous times due to his use of homophobic slurs in his lyrics such as these from his 2001 song "" Criminal "" from The Marshall Mathers LP .","['Most', 'infamously', ',', 'Eminem', ',', 'the', 'best', '-', 'selling', 'hip', 'hop', 'artist', 'of', 'all', 'time', ',', 'has', 'been', 'accused', 'of', 'homophobia', 'numerous', 'times', 'due', 'to', 'his', 'use', 'of', 'homophobic', 'slurs', 'in', 'his', 'lyrics', 'such', 'as', 'these', 'from', 'his', '2001', 'song', '""', 'Criminal', '""', 'from', 'The', 'Marshall', 'Mathers', 'LP', '.']",artist,his,11,25,Male,1,14,3,wikipedia,1
897,898,"The author F. Scott Fitzgerald was buried there upon his death in 1940 but his remains and those of his wife Zelda Fitzgerald ( who died in 1948 ) were moved to Saint Mary 's Cemetery , also in Rockville , in 1975 .","['The', 'author', 'F.', 'Scott', 'Fitzgerald', 'was', 'buried', 'there', 'upon', 'his', 'death', 'in', '1940', 'but', 'his', 'remains', 'and', 'those', 'of', 'his', 'wife', 'Zelda', 'Fitzgerald', '(', 'who', 'died', 'in', '1948', ')', 'were', 'moved', 'to', 'Saint', 'Mary', ""'s"", 'Cemetery', ',', 'also', 'in', 'Rockville', ',', 'in', '1975', '.']",author,his,1,9,Male,-1,8,3,wikipedia,1
898,899,"Amongst all this a new Director , Derek Pestridge , was appointed and a legal charge over the ground was established in his favour against an interest - free Â£ 500,000 loan made to the club company .","['Amongst', 'all', 'this', 'a', 'new', 'Director', ',', 'Derek', 'Pestridge', ',', 'was', 'appointed', 'and', 'a', 'legal', 'charge', 'over', 'the', 'ground', 'was', 'established', 'in', 'his', 'favour', 'against', 'an', 'interest', '-', 'free', 'Â£', '500,000', 'loan', 'made', 'to', 'the', 'club', 'company', '.']",Director,his,5,22,Male,1,17,1,wikipedia,1
899,900,"His son , John Wright , a captain in Colonel Whalley 's Regiment of Horse , was imprisoned in Newark Castle for his attachment to the Parliamentary cause , but later acquired estates in Nottinghamshire and Suffolk .","['His', 'son', ',', 'John', 'Wright', ',', 'a', 'captain', 'in', 'Colonel', 'Whalley', ""'s"", 'Regiment', 'of', 'Horse', ',', 'was', 'imprisoned', 'in', 'Newark', 'Castle', 'for', 'his', 'attachment', 'to', 'the', 'Parliamentary', 'cause', ',', 'but', 'later', 'acquired', 'estates', 'in', 'Nottinghamshire', 'and', 'Suffolk', '.']",captain,his,7,22,Male,1,15,2,wikipedia,1
900,901,"After "" Variety "" reporter Addison Verrill , an acquaintance of Bell 's , was killed in his apartment in 1977 , Bell wrote about the case in the "" Voice "" .","['After', '""', 'Variety', '""', 'reporter', 'Addison', 'Verrill', ',', 'an', 'acquaintance', 'of', 'Bell', ""'s"", ',', 'was', 'killed', 'in', 'his', 'apartment', 'in', '1977', ',', 'Bell', 'wrote', 'about', 'the', 'case', 'in', 'the', '""', 'Voice', '""', '.']",reporter,his,4,17,Male,1,13,1,wikipedia,1
901,902,"Lee received her first KBS Top Excellence in Acting Award for her portrayal of Yoon Ja - young , a designer who was dumped by her boyfriend of ten years and raised a child alone .","['Lee', 'received', 'her', 'first', 'KBS', 'Top', 'Excellence', 'in', 'Acting', 'Award', 'for', 'her', 'portrayal', 'of', 'Yoon', 'Ja', '-', 'young', ',', 'a', 'designer', 'who', 'was', 'dumped', 'by', 'her', 'boyfriend', 'of', 'ten', 'years', 'and', 'raised', 'a', 'child', 'alone', '.']",designer,her,20,25,Female,-1,5,3,wikipedia,1
902,903,"Sedona was named after Sedona Arabella Miller Schnebly ( 1877â€“1950 ) , the wife of Theodore Carlton Schnebly , the city 's first postmaster , who was celebrated for her hospitality and industriousness .","['Sedona', 'was', 'named', 'after', 'Sedona', 'Arabella', 'Miller', 'Schnebly', '(', '1877â€“1950', ')', ',', 'the', 'wife', 'of', 'Theodore', 'Carlton', 'Schnebly', ',', 'the', 'city', ""'s"", 'first', 'postmaster', ',', 'who', 'was', 'celebrated', 'for', 'her', 'hospitality', 'and', 'industriousness', '.']",postmaster,her,23,29,Female,0,6,1,wikipedia,1
903,904,For the first time it seemed possible that a black captain would be appointed as his replacement .,"['For', 'the', 'first', 'time', 'it', 'seemed', 'possible', 'that', 'a', 'black', 'captain', 'would', 'be', 'appointed', 'as', 'his', 'replacement', '.']",captain,his,10,15,Male,1,5,1,wikipedia,1
904,905,"Joe Dobbs is an easy - going , well - liked English teacher , while Latin and Greek instructor Jerome Malley is feared and hated by his students for his strict disciplinary methods .","['Joe', 'Dobbs', 'is', 'an', 'easy', '-', 'going', ',', 'well', '-', 'liked', 'English', 'teacher', ',', 'while', 'Latin', 'and', 'Greek', 'instructor', 'Jerome', 'Malley', 'is', 'feared', 'and', 'hated', 'by', 'his', 'students', 'for', 'his', 'strict', 'disciplinary', 'methods', '.']",instructor,his,18,29,Male,-1,11,2,wikipedia,1
905,906,It is like I redirect singer to Johnny Rotten just because he is a singer too .,"['It', 'is', 'like', 'I', 'redirect', 'singer', 'to', 'Johnny', 'Rotten', 'just', 'because', 'he', 'is', 'a', 'singer', 'too', '.']",singer,he,5,11,Male,1,6,1,wikipedia,2
906,907,"Intreged , the female lawyer sent her assistant to the accident sight where she found a deli that had a camera inadverdently fixed toward the cross streets in question , but had been disabled 1 day after the accident .","['Intreged', ',', 'the', 'female', 'lawyer', 'sent', 'her', 'assistant', 'to', 'the', 'accident', 'sight', 'where', 'she', 'found', 'a', 'deli', 'that', 'had', 'a', 'camera', 'inadverdently', 'fixed', 'toward', 'the', 'cross', 'streets', 'in', 'question', ',', 'but', 'had', 'been', 'disabled', '1', 'day', 'after', 'the', 'accident', '.']",assistant,she,7,13,Female,1,6,2,wikipedia,2
907,908,"I would appreciate a range block long enough to bring this editor to the point of adopting a user name , so that he is answerable to his incivility and his edit warring .","['I', 'would', 'appreciate', 'a', 'range', 'block', 'long', 'enough', 'to', 'bring', 'this', 'editor', 'to', 'the', 'point', 'of', 'adopting', 'a', 'user', 'name', ',', 'so', 'that', 'he', 'is', 'answerable', 'to', 'his', 'incivility', 'and', 'his', 'edit', 'warring', '.']",editor,he,11,23,Male,1,12,3,wikipedia,2
908,909,Somethings need to be done to stop this user for he is rampant and is running over policy after multiple warnings .,"['Somethings', 'need', 'to', 'be', 'done', 'to', 'stop', 'this', 'user', 'for', 'he', 'is', 'rampant', 'and', 'is', 'running', 'over', 'policy', 'after', 'multiple', 'warnings', '.']",user,he,8,10,Male,0,2,1,wikipedia,2
909,910,"Ignoring Bert , Shivers sends a party clown to Lynn ' s house to distract the guard , who he beheads , spotting Heston nearby as he does so .","['Ignoring', 'Bert', ',', 'Shivers', 'sends', 'a', 'party', 'clown', 'to', 'Lynn', ""'"", 's', 'house', 'to', 'distract', 'the', 'guard', ',', 'who', 'he', 'beheads', ',', 'spotting', 'Heston', 'nearby', 'as', 'he', 'does', 'so', '.']",guard,he,16,26,Male,1,10,2,wikipedia,2
910,911,"When the King brothers faced prison sentences , Jimmy suggested Carrie be named a director of King and Sons so that she could run the business in their absence .","['When', 'the', 'King', 'brothers', 'faced', 'prison', 'sentences', ',', 'Jimmy', 'suggested', 'Carrie', 'be', 'named', 'a', 'director', 'of', 'King', 'and', 'Sons', 'so', 'that', 'she', 'could', 'run', 'the', 'business', 'in', 'their', 'absence', '.']",director,she,14,21,Female,-1,7,1,wikipedia,2
911,912,"In 803 , after he became ill and offered to resign , he was made an advisor to Emperor Dezong ' s crown prince Li Song , and it was said that due to the illness , he was unable to thank Emperor Dezong in person .","['In', '803', ',', 'after', 'he', 'became', 'ill', 'and', 'offered', 'to', 'resign', ',', 'he', 'was', 'made', 'an', 'advisor', 'to', 'Emperor', 'Dezong', ""'"", 's', 'crown', 'prince', 'Li', 'Song', ',', 'and', 'it', 'was', 'said', 'that', 'due', 'to', 'the', 'illness', ',', 'he', 'was', 'unable', 'to', 'thank', 'Emperor', 'Dezong', 'in', 'person', '.']",advisor,he,16,4,Male,1,12,3,wikipedia,2
912,913,"After completing his studies he was appointed professor of philosophy at Medina del Campo , in 1611 , and later of theology at Valladolid , where he taught for five years .","['After', 'completing', 'his', 'studies', 'he', 'was', 'appointed', 'professor', 'of', 'philosophy', 'at', 'Medina', 'del', 'Campo', ',', 'in', '1611', ',', 'and', 'later', 'of', 'theology', 'at', 'Valladolid', ',', 'where', 'he', 'taught', 'for', 'five', 'years', '.']",professor,he,7,26,Male,1,19,3,wikipedia,2
913,914,"Little was appointed director of public affairs at the Central Intelligence Agency in October 2010 , where he served as the CIA ' s chief media spokesman , provided strategic counsel to the director and his senior leadership team , coordinated internal communications to CIA employees in the United States and abroad , and managed communications and outreach to the American public .","['Little', 'was', 'appointed', 'director', 'of', 'public', 'affairs', 'at', 'the', 'Central', 'Intelligence', 'Agency', 'in', 'October', '2010', ',', 'where', 'he', 'served', 'as', 'the', 'CIA', ""'"", 's', 'chief', 'media', 'spokesman', ',', 'provided', 'strategic', 'counsel', 'to', 'the', 'director', 'and', 'his', 'senior', 'leadership', 'team', ',', 'coordinated', 'internal', 'communications', 'to', 'CIA', 'employees', 'in', 'the', 'United', 'States', 'and', 'abroad', ',', 'and', 'managed', 'communications', 'and', 'outreach', 'to', 'the', 'American', 'public', '.']",director,he,3,17,Male,1,14,2,wikipedia,2
914,915,"He also honored his best friend , Paulinus with magister officiorum , for he had helped find his wife .","['He', 'also', 'honored', 'his', 'best', 'friend', ',', 'Paulinus', 'with', 'magister', 'officiorum', ',', 'for', 'he', 'had', 'helped', 'find', 'his', 'wife', '.']",friend,he,5,13,Male,0,8,3,wikipedia,2
915,916,"As he begins to leave , the young woman , Diane , asks the doctor , Burrell , again how her aunt Selena is .","['As', 'he', 'begins', 'to', 'leave', ',', 'the', 'young', 'woman', ',', 'Diane', ',', 'asks', 'the', 'doctor', ',', 'Burrell', ',', 'again', 'how', 'her', 'aunt', 'Selena', 'is', '.']",doctor,he,14,1,Male,1,13,2,wikipedia,2
916,917,"In 1970 , Bracq was appointed design director of BMW , where he was responsible for the top-of-the-line 7-Series .","['In', '1970', ',', 'Bracq', 'was', 'appointed', 'design', 'director', 'of', 'BMW', ',', 'where', 'he', 'was', 'responsible', 'for', 'the', 'top', '-', 'of', '-', 'the', '-', 'line', '7', '-', 'Series', '.']",director,he,7,12,Male,1,5,1,wikipedia,2
917,918,When he speaks about the story of David and Goliath he impresses the child with courage of the boy as years passes by the story ' s thrust changes and the same story been told but presented with impressive emphasis .,"['When', 'he', 'speaks', 'about', 'the', 'story', 'of', 'David', 'and', 'Goliath', 'he', 'impresses', 'the', 'child', 'with', 'courage', 'of', 'the', 'boy', 'as', 'years', 'passes', 'by', 'the', 'story', ""'"", 's', 'thrust', 'changes', 'and', 'the', 'same', 'story', 'been', 'told', 'but', 'presented', 'with', 'impressive', 'emphasis', '.']",child,he,13,1,Male,1,12,2,wikipedia,2
918,919,"In 1820 he was appointed the director of the Dresden natural history museum and a professor at the Surgical-Medical Academy in Dresden , where he remained till 1862 .","['In', '1820', 'he', 'was', 'appointed', 'the', 'director', 'of', 'the', 'Dresden', 'natural', 'history', 'museum', 'and', 'a', 'professor', 'at', 'the', 'Surgical', '-', 'Medical', 'Academy', 'in', 'Dresden', ',', 'where', 'he', 'remained', 'till', '1862', '.']",director,he,6,26,Male,1,18,2,wikipedia,2
919,920,He also has a forgiving personality due to the fact that he forgave a female driver despite that she wrecked his mountain bike on his first day commute to work .,"['He', 'also', 'has', 'a', 'forgiving', 'personality', 'due', 'to', 'the', 'fact', 'that', 'he', 'forgave', 'a', 'female', 'driver', 'despite', 'that', 'she', 'wrecked', 'his', 'mountain', 'bike', 'on', 'his', 'first', 'day', 'commute', 'to', 'work', '.']",driver,she,15,18,Female,-1,3,4,wikipedia,2
920,921,"And I had never even seen this editor before he made this incident report , seems to be a personal crusade with me as an intended victim .","['And', 'I', 'had', 'never', 'even', 'seen', 'this', 'editor', 'before', 'he', 'made', 'this', 'incident', 'report', ',', 'seems', 'to', 'be', 'a', 'personal', 'crusade', 'with', 'me', 'as', 'an', 'intended', 'victim', '.']",editor,he,7,9,Male,1,2,1,wikipedia,2
921,922,"So I asked the pilot why , and he said when you land a plane smooth , you get the plane elevated to the lowest position you can and then you smooth it in .","['So', 'I', 'asked', 'the', 'pilot', 'why', ',', 'and', 'he', 'said', 'when', 'you', 'land', 'a', 'plane', 'smooth', ',', 'you', 'get', 'the', 'plane', 'elevated', 'to', 'the', 'lowest', 'position', 'you', 'can', 'and', 'then', 'you', 'smooth', 'it', 'in', '.']",pilot,he,4,8,Male,1,4,1,wikipedia,2
922,923,"Oh , and contact the local brain surgeon with your query , too , since he will be able to diagnose your particular brain injury and offer solid advice .","['Oh', ',', 'and', 'contact', 'the', 'local', 'brain', 'surgeon', 'with', 'your', 'query', ',', 'too', ',', 'since', 'he', 'will', 'be', 'able', 'to', 'diagnose', 'your', 'particular', 'brain', 'injury', 'and', 'offer', 'solid', 'advice', '.']",surgeon,he,7,15,Male,1,8,1,wikipedia,2
923,924,"Which , the preacher later declared from the pulpit , proved the youngster would make a good editor `` because he knows who to call a damn fool and who to let alone .","['Which', ',', 'the', 'preacher', 'later', 'declared', 'from', 'the', 'pulpit', ',', 'proved', 'the', 'youngster', 'would', 'make', 'a', 'good', 'editor', '`', '`', 'because', 'he', 'knows', 'who', 'to', 'call', 'a', 'damn', 'fool', 'and', 'who', 'to', 'let', 'alone', '.']",editor,he,17,21,Male,1,3,1,wikipedia,2
924,925,"The Japanese shot down two more Hawks as they attempted to take off , killing both pilots , and wounded a third pilot as he brought his Hawk onto the runway .","['The', 'Japanese', 'shot', 'down', 'two', 'more', 'Hawks', 'as', 'they', 'attempted', 'to', 'take', 'off', ',', 'killing', 'both', 'pilots', ',', 'and', 'wounded', 'a', 'third', 'pilot', 'as', 'he', 'brought', 'his', 'Hawk', 'onto', 'the', 'runway', '.']",pilot,he,22,24,Male,1,2,2,wikipedia,2
925,926,"In 1992 , he was appointed professor at the University of Amsterdam , where he held the chair of mathematical physics until 2004 , when he was appointed distinguished professor at the university .","['In', '1992', ',', 'he', 'was', 'appointed', 'professor', 'at', 'the', 'University', 'of', 'Amsterdam', ',', 'where', 'he', 'held', 'the', 'chair', 'of', 'mathematical', 'physics', 'until', '2004', ',', 'when', 'he', 'was', 'appointed', 'distinguished', 'professor', 'at', 'the', 'university', '.']",professor,he,6,14,Male,1,8,3,wikipedia,2
926,927,Collett was appointed Darlington ' s goalkeeping coach after he retired as a player in 2004 .,"['Collett', 'was', 'appointed', 'Darlington', ""'"", 's', 'goalkeeping', 'coach', 'after', 'he', 'retired', 'as', 'a', 'player', 'in', '2004', '.']",coach,he,7,9,Male,1,2,1,wikipedia,2
927,928,Students spotted the officer before he could succeed and chased him across campus .,"['Students', 'spotted', 'the', 'officer', 'before', 'he', 'could', 'succeed', 'and', 'chased', 'him', 'across', 'campus', '.']",officer,he,3,5,Male,1,2,1,wikipedia,2
928,929,"In 1962 , Madden was promoted to head coach at Hancock where he spent two years .","['In', '1962', ',', 'Madden', 'was', 'promoted', 'to', 'head', 'coach', 'at', 'Hancock', 'where', 'he', 'spent', 'two', 'years', '.']",coach,he,8,12,Male,1,4,1,wikipedia,2
929,930,"In my view it would be like telling a child not to throw rocks , and then trying to hold that scolding against him when he leaves the water running .","['In', 'my', 'view', 'it', 'would', 'be', 'like', 'telling', 'a', 'child', 'not', 'to', 'throw', 'rocks', ',', 'and', 'then', 'trying', 'to', 'hold', 'that', 'scolding', 'against', 'him', 'when', 'he', 'leaves', 'the', 'water', 'running', '.']",child,he,9,25,Male,1,16,1,wikipedia,2
930,931,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her .","['However', 'after', 'finding', 'out', 'she', 'did', 'not', 'return', 'Eobard', ""'"", 's', 'affections', ',', 'his', 'future', 'self', 'traumatized', 'the', 'reporter', 'when', 'she', 'was', 'a', 'child', ',', 'causing', 'her', 'to', 'be', 'mute', 'and', 'institutionalized', 'for', 'the', 'rest', 'of', 'her', 'life', 'so', 'that', 'he', 'never', 'met', 'her', '.']",reporter,she,18,20,Female,-1,2,7,wikipedia,2
931,932,Sandler played an overworked architect who neglects his family and misses most of his life when he receives a remote control device that enables him to skip over unpleasant events .,"['Sandler', 'played', 'an', 'overworked', 'architect', 'who', 'neglects', 'his', 'family', 'and', 'misses', 'most', 'of', 'his', 'life', 'when', 'he', 'receives', 'a', 'remote', 'control', 'device', 'that', 'enables', 'him', 'to', 'skip', 'over', 'unpleasant', 'events', '.']",architect,he,4,16,Male,1,12,3,wikipedia,2
932,933,"After a conflict with that university he was appointed professor at the University of Odessa in 1871 , and only two years later at the University of Moscow where he stayed the rest of his career .","['After', 'a', 'conflict', 'with', 'that', 'university', 'he', 'was', 'appointed', 'professor', 'at', 'the', 'University', 'of', 'Odessa', 'in', '1871', ',', 'and', 'only', 'two', 'years', 'later', 'at', 'the', 'University', 'of', 'Moscow', 'where', 'he', 'stayed', 'the', 'rest', 'of', 'his', 'career', '.']",professor,he,9,29,Male,1,20,3,wikipedia,2
933,934,I avoided this editor after he attacked me and insulted me a month ago .,"['I', 'avoided', 'this', 'editor', 'after', 'he', 'attacked', 'me', 'and', 'insulted', 'me', 'a', 'month', 'ago', '.']",editor,he,3,5,Male,1,2,1,wikipedia,2
934,935,"In 1833 he was appointed associate professor of Oriental languages at the University of Breslau , where in 1847 he became a full professor .","['In', '1833', 'he', 'was', 'appointed', 'associate', 'professor', 'of', 'Oriental', 'languages', 'at', 'the', 'University', 'of', 'Breslau', ',', 'where', 'in', '1847', 'he', 'became', 'a', 'full', 'professor', '.']",professor,he,6,19,Male,1,13,2,wikipedia,2
935,936,America resists therapy and attempts to destroy a therapist ' s officer after he asked if America ' s uncle had done anything to him .,"['America', 'resists', 'therapy', 'and', 'attempts', 'to', 'destroy', 'a', 'therapist', ""'"", 's', 'officer', 'after', 'he', 'asked', 'if', 'America', ""'"", 's', 'uncle', 'had', 'done', 'anything', 'to', 'him', '.']",officer,he,11,13,Male,1,2,1,wikipedia,2
936,937,Under the team 's Head coach Valeri Nepomniachi Li began to establish himself within the team during the 2000 league season and even though Valeri Nepomniachi left at the end of the season Li Yi'nan still continued to progress as a regular within the team .,"['Under', 'the', 'team', ""'s"", 'Head', 'coach', 'Valeri', 'Nepomniachi', 'Li', 'began', 'to', 'establish', 'himself', 'within', 'the', 'team', 'during', 'the', '2000', 'league', 'season', 'and', 'even', 'though', 'Valeri', 'Nepomniachi', 'left', 'at', 'the', 'end', 'of', 'the', 'season', 'Li', ""Yi'nan"", 'still', 'continued', 'to', 'progress', 'as', 'a', 'regular', 'within', 'the', 'team', '.']",coach,himself,5,12,Male,1,7,1,wikipedia,3
937,938,"The psychiatric nursing student finds herself in a situation where she is confronted by stressors from her personal and professional environment , as well as stressors caused by her present training in psychiatric nursing .","['The', 'psychiatric', 'nursing', 'student', 'finds', 'herself', 'in', 'a', 'situation', 'where', 'she', 'is', 'confronted', 'by', 'stressors', 'from', 'her', 'personal', 'and', 'professional', 'environment', ',', 'as', 'well', 'as', 'stressors', 'caused', 'by', 'her', 'present', 'training', 'in', 'psychiatric', 'nursing', '.']",student,herself,3,5,Female,1,2,4,pubmed,3
